# pyDL periodicity scores computed on 2022-03-08 09:17:54
# Calculation time:  837.654523 seconds
# Input files:  /mnt/c/users/sophi/OneDrive/WIP/crypto/data/crypto_rnaseq_norm_trim.tsv
# Period(s) of oscillation tested:  60.0000, 70.0000, 80.0000
# Number of random curves generated from background:  1000000
# Number of curve permutations:  1
	period	reg_score	per_score	p_reg	p_reg_norm	p_per	p_per_norm	p_tot	dl_score
CNAG_01371	80.0	0.16651264166644367	2.2419534809758748	0.914534	1.2166226109120803	1e-06	1.0	1.2166226109120803	1800812009883.1914
CNAG_01372	80.0	0.4834654615077979	5.317792876201787	0.009786	0.013018508738205052	1e-06	1.0	0.013018508738205052	2219418.0251267813
CNAG_01373	80.0	0.3180322237302622	3.1705396389584592	0.105163	0.1399004122660799	1e-06	1.0	0.1399004122660799	2738291044.3994217
CNAG_01375	80.0	0.4957967631572836	1.3283556953841105	0.008436	0.011222577121959721	1.0	1000000.0	11222.57712195972	1.4246639379742472e+24
CNAG_01376	80.0	0.20836541265578953	1.914759924725297	0.686975	0.9138963867186201	1e-06	1.0	0.9138963867186201	763293976263.3748
CNAG_01377	80.0	0.1296475993050642	1.8900757408241495	0.990103	1.3171535415106312	1e-06	1.0	1.3171535415106312	2285124656608.039
CNAG_01378	70.0	0.09936032770234239	1.830821883003438	0.999613	1.3298048820072927	1e-06	1.0	1.3298048820072927	2351605400652.0166
CNAG_01379	70.0	0.35101137887275036	3.1872335967441563	0.055362	0.07364916010264747	1e-06	1.0	0.07364916010264747	399561733.37997884
CNAG_01380	80.0	0.35578506941813437	0.6042942613669268	0.050684	0.06742592447242846	1e-06	1.0	0.06742592447242846	306603198.408121
CNAG_01381	80.0	0.1624438910077651	1.9237929738590676	0.928551	1.23526970236757	1e-06	1.0	1.23526970236757	1884890335057.8567
CNAG_01382	80.0	0.18721691019060627	1.9633363132254744	0.819247	1.089860436158622	1e-06	1.0	1.089860436158622	1294534000683.8755
CNAG_01383	70.0	0.4991646951952006	2.8203900217650046	0.008115	0.010795544493208053	1e-06	1.0	0.010795544493208053	1268950.385607159
CNAG_01384	70.0	0.09671352203238634	2.423389361362048	0.999731	1.32996185973375	1e-06	1.0	1.32996185973375	2352438289251.0044
CNAG_01385	70.0	0.12013310077193536	3.2350868218404867	0.995659	1.3245447978512674	1e-06	1.0	1.3245447978512674	2323810104096.9106
CNAG_01386	70.0	0.3114112900310164	2.8846406251016914	0.120415	0.16019044857050493	1e-06	1.0	0.16019044857050493	4110808168.2909455
CNAG_01387	70.0	0.4888928866213969	4.047385742087646	0.009187	0.01222164722847842	1e-06	1.0	0.01222164722847842	1837754.5664368663
CNAG_01388	80.0	0.16785098893145048	1.5146980455114796	0.909611	1.2100734469515058	1e-06	1.0	1.2100734469515058	1771886602585.643
CNAG_01389	80.0	0.3671988594147714	4.149278159033997	0.041388	0.055059272394934675	1e-06	1.0	0.055059272394934675	166968703.11397222
CNAG_01390	80.0	0.34542095810884593	2.305709246699057	0.06151	0.08182796571500028	1e-06	1.0	0.08182796571500028	547987375.8296602
CNAG_01391	80.0	0.16251591019584455	1.8092679504893705	0.928321	1.2349637288329502	1.0	1000000.0	1234963.7288329503	1.8834881497656798e+30
CNAG_01392	80.0	0.08601514044203752	1.3148639044596246	0.999953	1.3302571907106435	1e-06	1.0	1.3302571907106435	2354005782148.5786
CNAG_01395	80.0	0.22531605118132175	1.2272085848189012	0.567003	0.7542952697821868	1e-06	1.0	0.7542952697821868	429166041483.85455
CNAG_01396	70.0	0.10328511262635531	1.854464869583229	0.999317	1.3294111073714345	1e-06	1.0	1.3294111073714345	2349516985919.6772
CNAG_01397	80.0	0.1920904992783854	1.144374385594892	0.791566	1.0530358561072983	1.0	1000000.0	1053035.8561072983	1.1676962068207356e+30
CNAG_01398	70.0	0.330856859685226	2.9444235562264685	0.081618	0.10857803455904556	1e-06	1.0	0.10857803455904556	1280156892.775755
CNAG_01399	80.0	0.22077314916536905	2.1603789408800966	0.599701	0.7977940638473645	1e-06	1.0	0.7977940638473645	507777576193.98914
CNAG_01400	80.0	0.2036065864656974	1.8597438776926751	0.718965	0.9564533144250558	1e-06	1.0	0.9564533144250558	874968137987.5642
CNAG_01401	80.0	0.23051247541579192	1.5645522181252411	0.529773	0.7047674667652878	1e-06	1.0	0.7047674667652878	350057069680.3209
CNAG_01402	80.0	0.35213069118129103	1.066719617139289	0.054247	0.07216585361960039	1.0	1000000.0	72165.85361960038	3.7590546751124754e+26
CNAG_01403	80.0	0.14943818780591017	1.7764407447233042	0.963274	1.2814623938571157	1e-06	1.0	1.2814623938571157	2104351559433.6592
CNAG_01404	70.0	0.2570840444037522	1.7493714699416536	0.349954	0.4655507058011252	1e-06	1.0	0.4655507058011252	100902843777.25664
CNAG_01405	80.0	0.1863384186375306	0.17541979622227358	0.823997	1.096179454808374	1.0	1000000.0	1096179.4548083742	1.3171806300333662e+30
CNAG_01406	80.0	0.09743462951396012	1.4561437347786355	0.999702	1.3299232804619934	1e-06	1.0	1.3299232804619934	2352233578066.406
CNAG_01408	80.0	0.15890229234641765	1.8243257059325142	0.939719	1.2501267129529239	1e-06	1.0	1.2501267129529239	1953722231026.5015
CNAG_01411	80.0	0.2278753506639589	2.6066320262432687	0.548669	0.7299051881138593	1e-06	1.0	0.7299051881138593	388866562694.68976
CNAG_01412	80.0	0.36135899774940006	2.164599016387214	0.045877	0.06103107759887934	1e-06	1.0	0.06103107759887934	227389354.47757012
CNAG_01413	80.0	0.23922992381811667	2.1967988231621276	0.467768	0.6222809927909975	1e-06	1.0	0.6222809927909975	240968993450.4544
CNAG_01414	80.0	0.2037278802196793	1.6621410615892593	0.718176	0.9554036921693391	1e-06	1.0	0.9554036921693391	872090701513.0427
CNAG_01415	80.0	0.13114176732761948	2.257031049607076	0.98894	1.3156063796812287	1e-06	1.0	1.3156063796812287	2277081619183.477
CNAG_01416	80.0	0.19549497587332298	1.7839413965553506	0.771078	1.025780265771273	1e-06	1.0	1.025780265771273	1079353902891.0795
CNAG_01417	70.0	0.5000005940662163	5.644717191236241	0.008042	0.010698431153959232	1e-06	1.0	0.010698431153959232	1235203.8938101546
CNAG_01418	80.0	0.25433535414095054	1.8648648656462772	0.367262	0.48857587944110603	1e-06	1.0	0.48857587944110603	116626789611.16301
CNAG_01419	80.0	0.32842587914544225	1.3029526763108046	0.085586	0.11385674319109111	1e-06	1.0	0.11385674319109111	1476081052.1165857
CNAG_01420	80.0	0.22180179006799286	1.3972071241609403	0.592259	0.7878938245228475	1e-06	1.0	0.7878938245228475	489107388572.9924
CNAG_01421	80.0	0.31819546955383915	2.7084196142436543	0.104829	0.13945608548102367	1e-06	1.0	0.13945608548102367	2712284087.799404
CNAG_01422	80.0	0.5047824645200515	0.629110607588869	0.007573	0.010074511207278446	1e-06	1.0	0.010074511207278446	1032595.8772662221
CNAG_01423	80.0	0.22948250818093363	1.8053522086280254	0.537112	0.7145306831590836	1e-06	1.0	0.7145306831590836	364807647182.6496
CNAG_01424	80.0	0.2570296050949476	2.0426512802372194	0.350297	0.4660070054636231	1e-06	1.0	0.4660070054636231	101199827110.71632
CNAG_01425	80.0	0.3213740481987939	3.306390880947209	0.098391	0.13089148715110704	1e-06	1.0	0.13089148715110704	2242642193.4398837
CNAG_01426	80.0	0.15504552391703064	1.449881103323925	0.950295	1.2641961742665615	1e-06	1.0	1.2641961742665615	2020431455088.7512
CNAG_01428	80.0	0.19521747304275455	0.9718327671504069	0.772836	1.028118967831539	1e-06	1.0	1.028118967831539	1086753280424.4167
CNAG_01429	70.0	0.14051369494223095	1.9732604061648846	0.978671	1.3019453265203225	1e-06	1.0	1.3019453265203225	2206881080395.48
CNAG_01430	70.0	0.10251674054690592	1.9840314612961694	0.999387	1.3295042297515363	1e-06	1.0	1.3295042297515363	2350010756107.9346
CNAG_01431	70.0	0.0763787542854621	2.327118371942388	0.999992	1.3303090731795573	1e-06	1.0	1.3303090731795573	2354281224409.0835
CNAG_01432	60.0	0.2740101523001343	1.0400915908034645	0.256187	0.34081061701558735	1e-06	1.0	0.34081061701558735	39586173152.35755
CNAG_01435	70.0	0.11051005272381496	1.8301106014119917	0.998366	1.3281459733217684	1e-06	1.0	1.3281459733217684	2342815616498.362
CNAG_01436	80.0	0.16684628708876573	1.9921696690587463	0.913266	1.2149357655125257	1e-06	1.0	1.2149357655125257	1793331924636.3396
CNAG_01437	70.0	0.2753230456878131	2.728247447971358	0.249565	0.3320012398579751	1e-06	1.0	0.3320012398579751	36595146584.19727
CNAG_01438	80.0	0.33963693507620035	1.8362372422902322	0.068694	0.09138498255285693	1e-06	1.0	0.09138498255285693	763267788.626589
CNAG_01439	80.0	0.12535223486394964	1.7548673751366777	0.992999	1.3210061474074064	1e-06	1.0	1.3210061474074064	2305234969822.48
CNAG_01440	80.0	0.18670284251632077	1.0968912859218907	0.822045	1.093582670723255	1.0	1000000.0	1093582.670723255	1.3078418250085462e+30
CNAG_01441	70.0	0.3196156804048349	4.751112125034287	0.10187	0.13551966944215704	1e-06	1.0	0.13551966944215704	2489035448.6056504
CNAG_01442	70.0	0.15588144518896635	2.2526633068217254	0.948095	1.2612694708919394	1e-06	1.0	1.2612694708919394	2006431597392.0005
CNAG_01443	80.0	0.15141520017700574	1.029257708756543	0.958961	1.2757247249231407	1e-06	1.0	1.2757247249231407	2076211629164.7336
CNAG_01444	80.0	0.08168407188552045	1.3421302094451397	0.999977	1.3302891183838212	1e-06	1.0	1.3302891183838212	2354175282535.5034
CNAG_01445	80.0	0.14565050485104977	1.580845518256316	0.970506	1.2910832660413276	1e-06	1.0	1.2910832660413276	2152104974826.1575
CNAG_01446	80.0	0.7709094171512897	3.988713090978601	3e-06	3.9909591472118494e-06	1e-06	1.0	3.9909591472118494e-06	3.991026705253735
CNAG_01448	80.0	0.16436709618353273	1.5387485441824367	0.922095	1.2266811582827701	1e-06	1.0	1.2266811582827701	1845847453349.864
CNAG_01451	80.0	0.4368053627802417	0.2710237106115298	0.016177	0.02152058204148203	1.0	1000000.0	21520.58204148203	9.988465060303495e+24
CNAG_01452	60.0	0.24327729342827914	1.2093657343070872	0.439718	0.5849655247645666	1e-06	1.0	0.5849655247645666	200167017355.85342
CNAG_01454	80.0	0.27658923861210016	1.463803112568821	0.243407	0.32380913104846487	1e-06	1.0	0.32380913104846487	33952507188.37156
CNAG_01455	60.0	0.1312610043905866	1.7024468891892173	0.988852	1.3154893115462438	1e-06	1.0	1.3154893115462438	2276473800888.388
CNAG_01456	80.0	0.16553160305868708	1.180558265954429	0.918054	1.2213053363114759	1e-06	1.0	1.2213053363114759	1821685869196.1155
CNAG_01457	70.0	0.1360621744915582	1.8753761415560126	0.984211	1.3093152977455071	1e-06	1.0	1.3093152977455071	2244571343398.0977
CNAG_01461	80.0	0.21177105615521952	2.607105545903883	0.6635	0.8826671313916873	1e-06	1.0	0.8826671313916873	687688648854.3711
CNAG_01463	80.0	0.1182959961300064	1.2666209203303997	0.996332	1.3254401030199587	1e-06	1.0	1.3254401030199587	2328525516562.1865
CNAG_01464	80.0	0.8864179646553149	4.995140823304782	1e-06	1.3303197157372831e-06	1e-06	1.0	1.3303197157372831e-06	1.3303234003933966
CNAG_01465	80.0	0.19298313988030796	2.094979221230777	0.786237	1.0459465823421343	1e-06	1.0	1.0459465823421343	1144272199829.1392
CNAG_01466	80.0	0.24256952098036855	1.6650730648097622	0.44447	0.5912872040537502	1e-06	1.0	0.5912872040537502	206726960042.91827
CNAG_01467	60.0	0.1645740810542018	1.13495138508864	0.921398	1.2257539254409013	1e-06	1.0	1.2257539254409013	1841664859822.8567
CNAG_01468	70.0	0.16617472058671073	2.735781375761956	0.915752	1.2182429403258486	1e-06	1.0	1.2182429403258486	1808016697343.1477
CNAG_01469	80.0	0.1698794739104562	1.5413540189596655	0.90175	1.199615803666095	1e-06	1.0	1.199615803666095	1726343729123.1902
CNAG_01470	80.0	0.11392394659291398	1.553941048959608	0.997656	1.3272014463235948	1e-06	1.0	1.3272014463235948	2337820807599.029
CNAG_01471	80.0	0.25128023377004777	2.2337402124817793	0.386776	0.5145357383740035	1e-06	1.0	0.5145357383740035	136222457296.26288
CNAG_01472	80.0	0.1742852194053347	2.3978348479658034	0.883466	1.1752922379835546	1e-06	1.0	1.1752922379835546	1623447888007.308
CNAG_01473	80.0	0.0898284709587391	1.7812858638407498	0.999911	1.3302013172825824	1e-06	1.0	1.3302013172825824	2353709176049.085
CNAG_01474	60.0	0.20963877478609125	1.0120073923227717	0.678287	0.9023385690282946	1e-06	1.0	0.9023385690282946	734699138608.911
CNAG_01475	70.0	0.0962644347051313	2.27082542235313	0.999746	1.329981814529486	1e-06	1.0	1.329981814529486	2352544179006.7964
CNAG_01476	80.0	0.20606273222830326	2.0368532926010587	0.702639	0.934734514745929	1e-06	1.0	0.934734514745929	816706042585.4962
CNAG_01477	80.0	0.3252851626276405	2.4948065371577037	0.091009	0.1210710670095344	1e-06	1.0	0.1210710670095344	1774807155.829799
CNAG_01478	60.0	0.38509734868728795	1.9996225998567838	0.031195	0.04149932353242455	1e-06	1.0	0.04149932353242455	71511450.75303812
CNAG_01479	80.0	0.2793733235825143	2.8595660006809522	0.230392	0.30649501994814415	1e-06	1.0	0.30649501994814415	28792231423.19753
CNAG_01480	80.0	0.21415523419983637	1.4748942977431008	0.646643	0.860241931943504	1.0	1000000.0	860241.9319435039	6.365938098624875e+29
CNAG_01481	80.0	0.2701149885665454	0.8126504833549448	0.275655	0.36670928124156077	1e-06	1.0	0.36670928124156077	49313902195.65062
CNAG_01482	80.0	0.18444249765000564	1.784534587208981	0.834216	1.1097739919834932	1e-06	1.0	1.1097739919834932	1366798253223.0664
CNAG_01483	80.0	0.13503633420701788	1.2445645245230692	0.985347	1.3108265409425848	1e-06	1.0	1.3108265409425848	2252352529334.0186
CNAG_01485	80.0	0.22954512083089948	1.1420964871508343	0.536647	0.7139120844912658	1e-06	1.0	0.7139120844912658	363860981403.7612
CNAG_01486	80.0	0.1742093395242996	1.1568886950284425	0.883783	1.1757139493334432	1e-06	1.0	1.1757139493334432	1625196061943.627
CNAG_01487	80.0	0.14725137238625047	1.4481598661976627	0.967534	1.2871295558461564	1e-06	1.0	1.2871295558461564	2132394164191.582
CNAG_01489	80.0	0.17001685675641798	1.6096477939338392	0.901209	1.1988961006998813	1e-06	1.0	1.1988961006998813	1723238462748.3162
CNAG_01490	80.0	0.4390270465125776	3.17283382453631	0.015766	0.020973820638314003	1e-06	1.0	0.020973820638314003	9247390.932182796
CNAG_01491	80.0	0.23445472402474724	2.3531099257454846	0.501762	0.6675038812077707	1e-06	1.0	0.6675038812077707	297414949712.83813
CNAG_01492	70.0	0.3696222052411328	3.7057992883554816	0.039783	0.052924109251176334	1e-06	1.0	0.052924109251176334	148291456.368652
CNAG_01493	70.0	0.20117586745022734	2.421690722285762	0.735148	0.9779818783848323	1e-06	1.0	0.9779818783848323	935391267230.8229
CNAG_01494	80.0	0.14550973634052164	1.9524798340162983	0.970757	1.2914171762899778	1e-06	1.0	1.2914171762899778	2153775189692.9336
CNAG_01495	70.0	0.41853896350406156	3.389477248082818	0.019949	0.026538548009243063	1e-06	1.0	0.026538548009243063	18717511.474202015
CNAG_01496	80.0	0.11313684113238519	1.5147416300392027	0.997862	1.327475492185037	1e-06	1.0	1.327475492185037	2339269273859.156
CNAG_01497	80.0	0.244732154811366	2.7886115610924027	0.430018	0.572061423521915	1e-06	1.0	0.572061423521915	187210304126.76382
CNAG_01498	80.0	0.1581620893652532	1.8482273784368113	0.941904	1.25303346153181	1e-06	1.0	1.25303346153181	1967382106340.779
CNAG_01499	70.0	0.13600446024836296	2.5687269846175447	0.984273	1.309397777567883	1e-06	1.0	1.309397777567883	2244995557725.8135
CNAG_01500	80.0	0.14466134512505482	1.174510702042744	0.972178	1.2933075606060405	1e-06	1.0	1.2933075606060405	2163247165184.8887
CNAG_01501	80.0	0.10768120744483708	1.656137354221367	0.998831	1.3287645719895862	1e-06	1.0	1.3287645719895862	2346090717011.1196
CNAG_01502	80.0	0.17079811779831863	1.740531965988335	0.897936	1.194541964270273	1e-06	1.0	1.194541964270273	1704531266677.878
CNAG_01504	60.0	0.10449085636290137	1.2920466226192764	0.999211	1.3292700934815664	1e-06	1.0	1.3292700934815664	2348769408453.3813
CNAG_01506	80.0	0.16497194134840978	1.8657439200064627	0.920008	1.2239047810360264	1e-06	1.0	1.2239047810360264	1833342550237.6672
CNAG_01507	80.0	0.12008196353904023	1.7423783507693558	0.995683	1.3245767255244452	1e-06	1.0	1.3245767255244452	2323978151889.376
CNAG_01508	80.0	0.12240137608817646	1.5911328732461352	0.994557	1.3230787855245252	1e-06	1.0	1.3230787855245252	2316102632580.8745
CNAG_01509	80.0	0.3397516709534229	3.356688201706742	0.068545	0.09118676491521206	1e-06	1.0	0.09118676491521206	758312274.9290775
CNAG_01510	80.0	0.07031573908464231	1.2900559489647803	0.999999	1.3303183854175673	1.0	1000000.0	1330318.3854175673	2.3543283107094678e+30
CNAG_01511	80.0	0.060323223713038145	1.1461367119338444	1.0	1.330319715737283	1.0	1000000.0	1330319.715737283	2.3543353737058656e+30
CNAG_01512	70.0	0.20229296373298797	3.8121797293081308	0.727819	0.9682319651881937	1e-06	1.0	0.9682319651881937	907693335040.3722
CNAG_01513	80.0	0.23819502098209283	2.8487400010506545	0.475064	0.6319870054370167	1e-06	1.0	0.6319870054370167	252421281707.21344
CNAG_01514	80.0	1e-06	1.0000000000000022	1.0	1.330319715737283	1.0	1000000.0	1330319.715737283	2.3543353737058656e+30
CNAG_01518	80.0	0.2269959369496413	1.879694097283532	0.554947	0.7382569352892581	1e-06	1.0	0.7382569352892581	402368373591.77106
CNAG_01519	80.0	0.396939879046433	1.2305926313064715	0.026328	0.03502465747593119	1.0	1000000.0	35024.65747593119	4.300070473558212e+25
CNAG_01520	80.0	0.15854401742907964	2.3819940188981166	0.940801	1.2515661188853517	1e-06	1.0	1.2515661188853517	1960478595890.466
CNAG_01521	80.0	0.3353938851842457	1.1575697718564733	0.074513	0.09912611297873217	1e-06	1.0	0.09912611297873217	974111925.7749254
CNAG_01522	80.0	0.2891821602729269	1.8579749523169584	0.189332	0.25187209241997127	1e-06	1.0	0.25187209241997127	15978920288.441547
CNAG_01523	80.0	0.23498663979236944	1.5565485226053832	0.497951	0.6624340327710958	1e-06	1.0	0.6624340327710958	290689492109.718
CNAG_01524	80.0	0.137652108783385	1.3221280173885053	0.982394	1.3068981068220125	1e-06	1.0	1.3068981068220125	2232162846008.134
CNAG_01525	60.0	0.10880691553927123	1.2013858651564497	0.998656	1.328531766039332	1e-06	1.0	1.328531766039332	2344857794349.794
CNAG_01526	70.0	0.3819487330563382	1.7698600650203058	0.03269	0.043488151507451785	1e-06	1.0	0.043488151507451785	82289202.82936576
CNAG_01527	80.0	0.07113619019345013	1.151172111007959	0.999999	1.3303183854175673	1e-06	1.0	1.3303183854175673	2354330665037.779
CNAG_01528	80.0	0.3325316970543695	2.0431051560497835	0.078951	0.10503007187717422	1e-06	1.0	0.10503007187717422	1158726101.0216575
CNAG_01529	80.0	0.2381806878658251	1.6239572247148433	0.475176	0.6321360012451792	1e-06	1.0	0.6321360012451792	252599854291.23996
CNAG_01530	60.0	0.2101324268744818	1.1049110624587717	0.674887	0.8978154819947878	1e-06	1.0	0.8978154819947878	723706117064.5007
CNAG_01531	80.0	0.21455165678656973	2.370805026858237	0.643806	0.8564678149099573	1e-06	1.0	0.8564678149099573	628252417308.4017
CNAG_01532	80.0	0.21073083902497222	2.582158166683372	0.670731	0.8922866732561836	1e-06	1.0	0.8922866732561836	710418397414.887
CNAG_01533	70.0	0.14155568209020483	2.537100956842958	0.977168	1.2999458559875696	1e-06	1.0	1.2999458559875696	2196728997962.6152
CNAG_01534	70.0	0.3034020969399251	2.63824242773484	0.141719	0.18853157979457205	1e-06	1.0	0.18853157979457205	6701391225.426638
CNAG_01535	70.0	0.32075578427723705	2.689329214440289	0.09959	0.13248654049027603	1e-06	1.0	0.13248654049027603	2325629113.6225305
CNAG_01536	80.0	0.28296607356345327	2.1711724327904744	0.214484	0.28533229391019543	1e-06	1.0	0.28533229391019543	23230499726.48147
CNAG_01537	80.0	0.19105931728419398	1.8339948755730273	0.79763	1.0611029148635291	1e-06	1.0	1.0611029148635291	1194739830824.5479
CNAG_01538	70.0	0.18155531360572572	3.071778523670434	0.84905	1.1295079546467401	1e-06	1.0	1.1295079546467401	1441015513016.42
CNAG_01539	80.0	0.24743491595683428	2.8489326771392927	0.411906	0.5479666728304813	1e-06	1.0	0.5479666728304813	164537281482.79846
CNAG_01540	70.0	0.5053715552953592	2.379328748899398	0.007515	0.009997352663765682	1e-06	1.0	0.009997352663765682	1009204.3712299528
CNAG_01541	80.0	0.2981841696484894	1.341302230546454	0.157652	0.20972756382541413	1.0	1000000.0	209727.56382541414	9.225213160971113e+27
CNAG_01542	80.0	0.7346241671565271	2.719467656625317	1.5e-05	1.9954795736059248e-05	1.0	1000000.0	19.954795736059246	1.9962741613455675e+19
CNAG_01543	60.0	0.25165515868952354	1.2506099654985134	0.384371	0.5113363194576552	1e-06	1.0	0.5113363194576552	133697109689.46603
CNAG_01544	70.0	0.1555802194115159	1.370561587266109	0.948922	1.2623696452968542	1e-06	1.0	1.2623696452968542	2011686659507.416
CNAG_01545	80.0	0.30860404949044945	2.421497965277487	0.127326	0.16938428812596532	1e-06	1.0	0.16938428812596532	4859985132.939567
CNAG_01546	60.0	0.12418325682429189	0.4883701203612037	0.993668	1.3218961312972346	1e-06	1.0	1.3218961312972346	2309897333568.2764
CNAG_01547	80.0	0.17779909207935465	2.2883977079526603	0.867354	1.1538581267235954	1e-06	1.0	1.1538581267235954	1536236219036.701
CNAG_01548	80.0	0.10109088445558602	0.8435869886931988	0.999508	1.3296651984371404	1e-06	1.0	1.3296651984371404	2350864436283.553
CNAG_01549	80.0	0.12743147678464553	1.0069140133028747	0.991681	1.3192527860220646	1e-06	1.0	1.3192527860220646	2296067988977.59
CNAG_01550	70.0	0.15081208474902427	2.185819908573229	0.960324	1.2775379506956905	1e-06	1.0	1.2775379506956905	2085077159825.5352
CNAG_01551	70.0	0.15065850771886471	1.8195017044182442	0.960672	1.2780009019567673	1e-06	1.0	1.2780009019567673	2087344736801.34
CNAG_01552	70.0	0.2333126845278333	3.49811069263344	0.510028	0.678500303978055	1e-06	1.0	0.678500303978055	312357197302.4411
CNAG_01553	80.0	0.15933901117401747	2.039185898446542	0.938422	1.2484012882816127	1e-06	1.0	1.2484012882816127	1945643813323.9453
CNAG_01554	80.0	0.11794235724618746	1.3420750715099148	0.996453	1.325601071705563	1e-06	1.0	1.325601071705563	2329373985845.726
CNAG_01555	80.0	0.332256927769154	2.869147042842777	0.07936	0.10557417264091079	1e-06	1.0	0.10557417264091079	1176826547.765849
CNAG_01556	80.0	0.27106968516122626	2.295709455136585	0.270754	0.36018938431473235	1e-06	1.0	0.36018938431473235	46730078283.50851
CNAG_01557	80.0	0.2151780188302484	0.5276582723193912	0.639385	0.8505864714466828	1e-06	1.0	0.8505864714466828	615398520116.1094
CNAG_01558	70.0	0.565487181850147	5.297473054190986	0.003284	0.004368769946481238	1e-06	1.0	0.004368769946481238	87751.85990510997
CNAG_01559	80.0	0.20559283979551915	1.81821305830484	0.705853	0.9390101623123085	1e-06	1.0	0.9390101623123085	827964667237.4343
CNAG_01560	70.0	0.16709407497952192	2.958898971045304	0.912397	1.21377971767955	1e-06	1.0	1.21377971767955	1788217569102.063
CNAG_01561	80.0	0.22158057365200085	1.7581882202380097	0.5938	0.7899438472047987	1e-06	1.0	0.7899438472047987	492935155472.81055
CNAG_01562	80.0	0.8653150881965664	5.959979558015192	1e-06	1.3303197157372831e-06	1e-06	1.0	1.3303197157372831e-06	1.3303234003933966
CNAG_01563	80.0	0.1838047119578659	1.7830408618570233	0.837502	1.114145422569406	1e-06	1.0	1.114145422569406	1383013518317.154
CNAG_01564	70.0	0.31322174748259635	2.9355879352333023	0.115981	0.15429181095092584	1e-06	1.0	0.15429181095092584	3673223096.393167
CNAG_01565	80.0	0.11304176859974878	1.8454242602077933	0.997886	1.3275074198582146	1e-06	1.0	1.3275074198582146	2339438066111.9395
CNAG_01566	80.0	0.3794284477413318	3.6568583593793336	0.033969	0.04518963042387977	1e-06	1.0	0.04518963042387977	92327148.16078624
CNAG_01567	80.0	0.17975296631152135	2.2014101998699185	0.858084	1.1415260629587107	1e-06	1.0	1.1415260629587107	1487504411575.4944
CNAG_01568	80.0	0.13600364351145247	1.4364638595124624	0.984273	1.309397777567883	1e-06	1.0	1.309397777567883	2244995557725.8135
CNAG_01569	80.0	0.1768055988276691	1.487664062542263	0.872031	1.1600800320340987	1e-06	1.0	1.1600800320340987	1561221816905.89
CNAG_01570	70.0	0.09410434828962469	2.024305452651035	0.999815	1.3300736065898717	1e-06	1.0	1.3300736065898717	2353031312810.978
CNAG_01571	80.0	0.0944397922318155	1.4126357643411076	0.999806	1.33006163371243	1e-06	1.0	1.33006163371243	2352967769805.9077
CNAG_01572	80.0	0.3196733434077606	4.730341041608852	0.10176	0.13537333427342593	1e-06	1.0	0.13537333427342593	2480981406.0318093
CNAG_01573	70.0	0.2735094098226571	3.9932332653651064	0.258587	0.34400338433335687	1e-06	1.0	0.34400338433335687	40709170189.75043
CNAG_01574	70.0	0.410701756979426	3.4789823024584994	0.02193	0.029173911366118622	1e-06	1.0	0.029173911366118622	24859613.736854013
CNAG_01575	70.0	0.25043417216448194	3.4709739163251974	0.392295	0.5218777728851575	1e-06	1.0	0.5218777728851575	142137420608.94934
CNAG_01576	80.0	0.19992083910404823	0.9406770933301237	0.74348	0.9890661022563553	1.0	1000000.0	989066.1022563552	9.675566390459876e+29
CNAG_01577	80.0	0.3164446897660561	2.9602791715222523	0.108526	0.1443742774701044	1e-06	1.0	0.1443742774701044	3009475005.1657043
CNAG_01578	80.0	0.2703064673071766	1.7324311331963833	0.274648	0.36536964928781335	1e-06	1.0	0.36536964928781335	48775428396.097404
CNAG_01579	80.0	0.1231887020591856	1.4110141221137358	0.994193	1.3225945491479967	1e-06	1.0	1.3225945491479967	2313560538398.585
CNAG_01580	80.0	0.10507723322165684	1.0914030361903846	0.999148	1.329186283339475	1e-06	1.0	1.329186283339475	2348325168685.772
CNAG_01581	80.0	0.26369342639112975	1.4245081154416657	0.310638	0.4132478558571982	1e-06	1.0	0.4132478558571982	70572386527.41719
CNAG_01582	80.0	0.16094761710998917	1.535378738692556	0.933474	1.2418188663281446	1e-06	1.0	1.2418188663281446	1915029536244.2197
CNAG_01583	80.0	0.08647894487617319	1.5726306785765658	0.999947	1.3302492087923492	1e-06	1.0	1.3302492087923492	2353963408323.1387
CNAG_01584	80.0	0.4895416442714846	1.3264348557351329	0.009116	0.012127194528661074	1e-06	1.0	0.012127194528661074	1795661.5085124082
CNAG_01585	70.0	0.45768093396832854	4.208800945770826	0.012949	0.01722630999908208	1e-06	1.0	0.01722630999908208	5129065.826005577
CNAG_01586	70.0	0.15513407952948782	1.378030589125511	0.950046	1.2638649246573428	1e-06	1.0	1.2638649246573428	2018843667886.4832
CNAG_01587	60.0	0.09821065259454137	1.241493441104869	0.999666	1.329875388952227	1e-06	1.0	1.329875388952227	2351979470359.729
CNAG_01588	80.0	0.4805318895846151	2.2861036293807317	0.010114	0.013454853604966881	1e-06	1.0	0.013454853604966881	2449230.966309752
CNAG_01590	80.0	0.24956079266178285	1.8226659486121224	0.397958	0.5294113734353777	1e-06	1.0	0.5294113734353777	148382192888.62247
CNAG_01591	80.0	0.11135505845275526	1.4853702987209592	0.998213	1.3279424344052606	1e-06	1.0	1.3279424344052606	2341738669595.243
