# pyJTK periodicity scores computed on 2022-03-08 09:17:55
# Calculation time: 0.001135 seconds
# Input file: /mnt/c/users/sophi/OneDrive/WIP/crypto/data/crypto_rnaseq_norm_trim.tsv
# Period(s) of oscillation tested: 60.0000, 70.0000, 80.0000
probe	p-value	amp	period	lag	tau
CNAG_02301	1.0	169.03200000000004	70.95238095238095	40.51190476190476	-41.0
CNAG_02302	0.14623145653648356	1.0957500000000002	70.0	7.75	-125.0
CNAG_02303	1.0	2.141999999999996	70.95238095238095	49.607142857142854	-39.0
CNAG_02304	1.0	8.113500000000004	70.95238095238095	41.083333333333336	-63.0
CNAG_02305	1.0	4.594500000000001	70.95238095238095	28.226190476190474	-65.0
CNAG_02306	1.0	7.2660000000000124	70.95238095238095	46.17857142857143	-61.0
CNAG_02307	1.0	7.775999999999996	70.95238095238095	45.226190476190474	-89.0
CNAG_02308	1.0	7.985250000000004	70.95238095238095	43.17857142857143	-51.0
CNAG_02309	0.11701150627760835	16.95749999999999	70.0	27.75	-127.0
CNAG_02310	0.0931842481503503	12.906749999999992	70.0	37.75	129.0
CNAG_02311	1.0	0.31574999999999986	70.95238095238095	40.654761904761905	-33.0
CNAG_02312	1.0	6.6465	70.95238095238095	37.607142857142854	-47.0
CNAG_02313	1.0	6.650999999999999	70.95238095238095	48.892857142857146	-7.0
CNAG_02314	1.0	13.158000000000001	70.95238095238095	36.607142857142854	-61.0
CNAG_02315	1.0	170.66174999999998	70.95238095238095	42.13095238095238	-37.0
CNAG_02316	1.0	17.459249999999997	70.95238095238095	42.13095238095238	-35.0
CNAG_02317	1.0	72.7575	70.95238095238095	35.51190476190476	-51.0
CNAG_02318	1.0	1.4910000000000023	70.95238095238095	32.035714285714285	-85.0
CNAG_02319	0.11701150627760835	13.413000000000004	70.0	27.75	-127.0
CNAG_02321	1.0	0.06600000000000006	70.95238095238095	28.321428571428573	-79.0
CNAG_02322	0.741402605480225	2.0924999999999994	70.0	27.75	-109.0
CNAG_02323	0.05823088090004787	6.9697499999999994	70.0	7.75	-133.0
CNAG_02324	0.8914012606101419	3.062999999999997	80.0	27.75	-107.0
CNAG_02325	1.0	12.54225	70.95238095238095	34.94047619047619	-65.0
CNAG_02326	1.0	93.62100000000002	70.95238095238095	36.17857142857143	-53.0
CNAG_02327	1.0	47.937	70.95238095238095	44.98809523809524	-25.0
CNAG_02328	1.0	87.12450000000001	70.95238095238095	31.94047619047619	-59.0
CNAG_02330	1.0	443.08500000000015	70.95238095238095	36.607142857142854	-51.0
CNAG_02331	1.0	4838.632499999999	70.95238095238095	49.607142857142854	-29.0
CNAG_02332	1.0	13.5225	70.95238095238095	45.79761904761905	-37.0
CNAG_02333	0.4164366890620728	2.0174999999999996	70.0	27.75	-115.0
CNAG_02334	1.0	0.0	70.95238095238095	36.035714285714285	-33.0
CNAG_02335	1.0	132.126	70.95238095238095	33.70238095238095	-87.0
CNAG_02336	1.0	7.484249999999999	70.95238095238095	37.416666666666664	-83.0
CNAG_02337	1.0	172.01999999999998	70.95238095238095	27.511904761904763	-49.0
CNAG_02338	1.0	760.6064999999999	70.95238095238095	49.607142857142854	-33.0
CNAG_02339	1.0	0.09975	70.95238095238095	32.273809523809526	-73.0
CNAG_02340	0.05823088090004787	23.217000000000002	70.0	32.75	-133.0
CNAG_02341	1.0	2.633250000000002	70.95238095238095	40.226190476190474	-17.0
CNAG_02342	0.05823088090004787	2.711249999999999	70.0	27.75	-133.0
CNAG_02343	1.0	1.941000000000006	70.95238095238095	32.98809523809524	-103.0
CNAG_02344	1.0	7.253999999999998	70.95238095238095	41.17857142857143	-51.0
CNAG_02345	0.0008200890291560615	5.604749999999999	70.0	35.25	-163.0
CNAG_02347	1.0	17.787750000000003	70.95238095238095	30.464285714285715	-79.0
CNAG_02348	1.0	11.449499999999999	70.95238095238095	36.17857142857143	-57.0
CNAG_02349	1.0	2.484000000000001	70.95238095238095	36.845238095238095	-35.0
CNAG_02350	1.0	5.219250000000002	70.95238095238095	38.416666666666664	-37.0
CNAG_02351	0.002949105775274055	10.142250000000002	70.0	2.75	-155.0
CNAG_02353	0.0034691327159014572	0.9592499999999999	70.0	27.75	-154.0
CNAG_02354	1.0	68.31750000000002	70.95238095238095	47.94047619047619	-17.0
CNAG_02355	1.0	14.150249999999998	70.95238095238095	33.51190476190476	-55.0
CNAG_02356	0.005359873975059848	12.311249999999994	70.0	32.75	-151.0
CNAG_02357	1.0	3.6892500000000004	70.95238095238095	46.035714285714285	-23.0
CNAG_02358	1.0	5.47875	70.95238095238095	49.51190476190476	-37.0
CNAG_02359	1.0	308.92500000000007	70.95238095238095	37.94047619047619	-41.0
CNAG_02360	1.0	25.948500000000003	70.95238095238095	36.607142857142854	-41.0
CNAG_02361	0.8914012606101419	28.479000000000006	70.0	62.75	107.0
CNAG_02362	1.0	10.757249999999997	70.95238095238095	42.226190476190474	-37.0
CNAG_02363	1.0	1.9020000000000004	70.95238095238095	20.845238095238095	-47.0
CNAG_02364	1.0	3.9067499999999997	70.95238095238095	32.035714285714285	-91.0
CNAG_02365	0.8914012606101419	4.016249999999999	80.0	42.75	107.0
CNAG_02366	0.03565001790208913	13.02450000000001	80.0	42.75	137.0
CNAG_02367	0.8914012606101419	39.816749999999956	80.0	17.75	-107.0
CNAG_02368	1.0	2.967750000000003	70.95238095238095	45.55952380952381	-19.0
CNAG_02371	0.14623145653648356	1.975499999999999	70.0	7.75	-125.0
CNAG_02372	1.0	56.52524999999999	70.95238095238095	24.654761904761905	-69.0
CNAG_02373	1.0	11.693249999999995	70.95238095238095	33.035714285714285	-61.0
CNAG_02374	1.0	8.537999999999997	70.95238095238095	30.321428571428573	-73.0
CNAG_02375	0.0015782932322102184	9.645749999999996	70.0	32.75	-159.0
CNAG_02376	0.741402605480225	12.320250000000005	70.0	47.75	109.0
CNAG_02377	1.0	66.77025	70.95238095238095	37.36904761904762	-41.0
CNAG_02378	1.0	197.964	70.95238095238095	37.035714285714285	-67.0
CNAG_02381	0.5067877175337508	0.06299999999999972	80.0	57.75	113.0
CNAG_02382	1.0	294.1740000000001	70.95238095238095	29.321428571428573	-55.0
CNAG_02383	0.8914012606101419	5.932499999999997	70.0	27.75	-107.0
CNAG_02384	0.00041288822369205786	3.63675	70.0	7.75	-167.0
CNAG_02385	0.00398915965652886	14.211749999999999	70.0	2.75	-153.0
CNAG_02386	1.0	10.81274999999999	70.95238095238095	36.035714285714285	-59.0
CNAG_02387	0.614209037252029	5.298	80.0	67.75	111.0
CNAG_02388	0.021360371022838665	4.087500000000002	80.0	67.75	141.0
CNAG_02389	1.0	0.8692499999999992	70.95238095238095	34.17857142857143	-43.0
CNAG_02392	1.0	0.6187500000000001	70.95238095238095	22.273809523809526	-35.0
CNAG_02393	9.432073996905999e-05	4.633500000000001	70.0	7.75	-175.0
CNAG_02394	0.009490433598653624	19.844250000000002	70.0	37.75	147.0
CNAG_02395	1.0	5.217	70.95238095238095	36.17857142857143	-79.0
CNAG_02396	0.8914012606101419	5.778000000000006	80.0	72.75	107.0
CNAG_02397	0.8914012606101419	1.3267500000000014	70.0	42.75	107.0
CNAG_02398	0.18189698446557426	6.83625	80.0	67.75	123.0
CNAG_02399	1.0	29.028749999999988	70.95238095238095	31.797619047619047	-105.0
CNAG_02400	1.0	40.862999999999985	70.95238095238095	42.845238095238095	-55.0
CNAG_02401	1.0	2.5522500000000017	70.95238095238095	46.32142857142857	-51.0
CNAG_02402	1.0	2.102999999999999	70.95238095238095	42.464285714285715	-97.0
CNAG_02403	1.0	70.07175000000007	70.95238095238095	27.13095238095238	-69.0
CNAG_02404	1.0	51.924	70.95238095238095	44.98809523809524	-45.0
CNAG_02405	1.0	0.8669999999999998	70.95238095238095	44.607142857142854	-53.0
CNAG_02406	0.0021651646086239336	8.733749999999997	70.0	5.25	-157.0
CNAG_02407	1.0	15.794999999999998	70.95238095238095	29.36904761904762	-71.0
CNAG_02408	0.4164366890620728	9.864749999999999	70.0	40.25	115.0
CNAG_02409	0.012511323172989766	3.5534999999999997	70.0	32.75	-145.0
CNAG_02412	1.0	87.10350000000003	70.95238095238095	31.797619047619047	-51.0
CNAG_02413	1.8408027780551308e-05	73.79550000000002	70.0	47.75	183.0
CNAG_02414	1.0	9.140999999999998	70.95238095238095	33.035714285714285	-39.0
CNAG_02415	0.03565001790208913	31.292999999999992	70.0	40.25	137.0
CNAG_02416	1.0	278.3677500000001	70.95238095238095	27.607142857142858	-51.0
CNAG_02417	1.0	2.1990000000000003	70.95238095238095	37.51190476190476	-51.0
CNAG_02418	1.0	152.52975000000004	70.95238095238095	38.083333333333336	-55.0
CNAG_02419	1.0	2.4232500000000012	70.95238095238095	26.321428571428573	-57.0
CNAG_02420	1.0	0.2729999999999999	70.95238095238095	23.988095238095237	-63.0
CNAG_02421	1.0	124.34174999999999	70.95238095238095	48.083333333333336	-17.0
CNAG_02422	1.0	76.85700000000001	70.95238095238095	25.321428571428573	-73.0
CNAG_02423	1.0	8.405999999999999	70.95238095238095	41.98809523809524	-31.0
CNAG_02424	1.0	4.629750000000001	70.95238095238095	44.845238095238095	-49.0
CNAG_02425	1.0	6.305250000000008	70.95238095238095	31.55952380952381	-95.0
CNAG_02426	0.05823088090004787	13.35074999999999	70.0	57.75	133.0
CNAG_02427	1.0	4.731	70.95238095238095	29.36904761904762	-53.0
CNAG_02428	1.0	3.7762499999999974	70.95238095238095	45.083333333333336	-31.0
CNAG_02429	1.0	0.8467500000000003	70.95238095238095	32.083333333333336	-87.0
CNAG_02430	0.46161220329791186	0.5535000000000003	80.0	17.75	-114.0
CNAG_02431	1.0	10.406999999999998	70.95238095238095	42.75	-83.0
CNAG_02432	1.0	2.2987499999999983	70.95238095238095	27.988095238095237	-78.0
CNAG_02433	1.0	2.831249999999999	70.95238095238095	38.892857142857146	-65.0
CNAG_02434	1.0	127.54575000000003	70.95238095238095	44.36904761904762	-25.0
CNAG_02435	1.0	26.474249999999994	70.95238095238095	44.654761904761905	-29.0
CNAG_02436	0.741402605480225	2.8604999999999974	80.0	57.75	109.0
CNAG_02437	1.0	51.80775	70.95238095238095	35.607142857142854	-71.0
CNAG_02438	1.0	1.9635000000000002	70.95238095238095	39.17857142857143	-40.0
CNAG_02439	1.0	5.132999999999999	70.95238095238095	37.70238095238095	-38.0
CNAG_02440	1.0	18.59624999999999	70.95238095238095	27.511904761904763	-93.0
CNAG_02441	1.0	0.20324999999999993	70.95238095238095	27.035714285714285	-66.0
CNAG_02442	0.02767157727063674	8.074500000000004	70.0	37.75	139.0
CNAG_02443	0.2252303955977127	105.47025000000005	80.0	67.75	121.0
CNAG_02444	1.0	17.982749999999996	70.95238095238095	40.32142857142857	-29.0
CNAG_02445	0.3407601255807152	37.6635	70.0	32.75	-117.0
CNAG_02446	1.0	3.725249999999999	70.95238095238095	38.654761904761905	-39.0
CNAG_02447	0.2252303955977127	6.607500000000002	80.0	67.75	121.0
CNAG_02448	0.8914012606101419	0.98625	60.0	17.75	-107.0
CNAG_02449	0.05823088090004787	5.821499999999995	80.0	37.75	-133.0
CNAG_02452	1.0	2.904	70.95238095238095	29.988095238095237	-97.0
CNAG_02453	1.0	1.991999999999999	70.95238095238095	43.226190476190474	-45.0
CNAG_02454	1.0	12.683250000000001	70.95238095238095	40.464285714285715	-47.0
CNAG_02455	1.0	144.47025000000002	70.95238095238095	38.32142857142857	-67.0
CNAG_02457	1.0	34.29900000000002	70.95238095238095	34.51190476190476	-65.0
CNAG_02458	1.0	7.6312500000000005	70.95238095238095	33.892857142857146	-35.0
CNAG_02459	0.05823088090004787	8.655749999999998	80.0	57.75	133.0
CNAG_02460	1.0	9.307500000000003	70.95238095238095	44.13095238095238	-53.0
CNAG_02463	1.0	1.2037500000000003	70.95238095238095	44.36904761904762	-43.0
CNAG_02464	1.0	1.2314999999999996	70.95238095238095	35.75	-41.0
CNAG_02465	1.0	1.5090000000000003	70.95238095238095	32.035714285714285	-105.0
CNAG_02466	0.614209037252029	2.0504999999999987	80.0	27.75	-111.0
CNAG_02467	1.0	15.27	70.95238095238095	47.36904761904762	-37.0
CNAG_02468	1.0	2.7944999999999993	70.95238095238095	44.98809523809524	-31.0
CNAG_02469	1.0	10.502999999999993	70.95238095238095	25.607142857142858	-103.0
CNAG_02470	0.741402605480225	3.6960000000000006	60.0	42.75	109.0
CNAG_02471	1.0	4.490250000000001	70.95238095238095	39.32142857142857	-53.0
CNAG_02472	0.2776437018849706	15.66299999999999	80.0	27.75	-119.0
CNAG_02473	1.0	7.147500000000001	70.95238095238095	44.36904761904762	-33.0
CNAG_02475	1.0	4.05525	70.95238095238095	30.321428571428573	-39.0
CNAG_02476	0.08351574451019497	1.0035000000000007	70.0	35.25	-130.0
CNAG_02477	1.0	4.338750000000003	70.95238095238095	30.607142857142858	-95.0
CNAG_02478	1.0	5.785499999999999	70.95238095238095	31.321428571428573	-103.0
CNAG_02479	0.07384724087003963	1.5907500000000003	70.0	30.25	-131.0
CNAG_02480	0.07384724087003963	1.8712499999999994	80.0	67.75	131.0
CNAG_02481	0.021360371022838665	21.764249999999993	70.0	42.75	141.0
CNAG_02482	1.0	13.164749999999998	70.95238095238095	50.94047619047619	-17.0
CNAG_02483	1.0	0.345	70.95238095238095	26.845238095238095	-51.0
CNAG_02484	0.11701150627760835	0.7350000000000003	70.0	7.75	-127.0
CNAG_02485	1.0	216.7829999999999	70.95238095238095	46.75	-27.0
CNAG_02486	0.04568219289251269	29.52900000000001	80.0	67.75	135.0
CNAG_02487	1.0	3.8955	70.95238095238095	42.226190476190474	-31.0
CNAG_02488	1.0	0.6937500000000005	70.95238095238095	46.083333333333336	-19.0
CNAG_02489	1.0	0.15825000000000022	70.95238095238095	43.845238095238095	-17.0
CNAG_02490	0.0021651646086239336	1.8682499999999997	70.0	2.75	-157.0
CNAG_02491	0.614209037252029	8.808000000000003	70.0	31.75	-111.0
CNAG_02492	1.0	5.743500000000001	70.95238095238095	40.94047619047619	-57.0
CNAG_02493	0.18189698446557426	8.529750000000003	70.0	32.75	-123.0
CNAG_02494	0.016395354260898914	4.227000000000002	80.0	60.25	143.0
CNAG_02495	1.0	13.884750000000004	70.95238095238095	47.94047619047619	-21.0
CNAG_02496	0.14623145653648356	33.6525	70.0	42.75	125.0
CNAG_02497	0.5067877175337508	0.20100000000000018	80.0	2.75	-113.0
CNAG_02498	1.0	2.525249999999998	70.95238095238095	42.273809523809526	-39.0
CNAG_02499	1.0	0.10575000000000001	70.95238095238095	44.98809523809524	-27.0
CNAG_02500	1.0	240.22275000000002	70.95238095238095	40.464285714285715	-41.0
CNAG_02501	1.0	19.230750000000004	70.95238095238095	33.17857142857143	-57.0
CNAG_02502	1.0	76.938	70.95238095238095	37.654761904761905	-89.0
CNAG_02503	1.0	74.34224999999999	70.95238095238095	39.845238095238095	-51.0
CNAG_02504	0.05823088090004787	22.933500000000002	70.0	37.75	133.0
CNAG_02505	1.0	2.3542499999999995	70.95238095238095	48.17857142857143	-23.0
CNAG_02506	0.3407601255807152	30.063000000000002	70.0	42.75	117.0
CNAG_02507	1.0	98.70824999999999	70.95238095238095	44.36904761904762	-45.0
CNAG_02508	0.07384724087003963	7.9402500000000025	70.0	30.25	-131.0
CNAG_02509	1.0	0.6007500000000001	70.95238095238095	30.36904761904762	-51.0
CNAG_02510	1.0	4.2322500000000005	70.95238095238095	24.13095238095238	-85.0
CNAG_02511	1.0	17.873999999999995	70.95238095238095	25.607142857142858	-105.0
CNAG_02512	1.0	3.2737500000000015	70.95238095238095	34.75	-63.0
CNAG_02514	0.8914012606101419	1.48575	70.0	22.75	-107.0
CNAG_02515	1.0	11.220750000000002	70.95238095238095	45.892857142857146	-29.0
CNAG_02516	1.0	3.3899999999999997	70.95238095238095	38.32142857142857	-61.0
CNAG_02517	0.07384724087003963	0.8775	70.0	7.75	-131.0
CNAG_02519	1.0	94.88025	70.95238095238095	46.273809523809526	-9.0
CNAG_02520	1.0	7.745999999999997	70.95238095238095	46.654761904761905	-23.0
CNAG_02521	1.0	0.18449999999999966	70.95238095238095	36.035714285714285	-68.0
CNAG_02522	0.11701150627760835	13.162499999999998	70.0	62.75	127.0
CNAG_02523	1.0	1.3837499999999998	70.95238095238095	36.79761904761905	-76.0
CNAG_02524	0.0931842481503503	1.1602499999999998	80.0	67.75	129.0
CNAG_02525	1.0	0.14924999999999988	70.95238095238095	32.13095238095238	-53.0
CNAG_02526	1.0	0.6787499999999995	70.95238095238095	29.36904761904762	-55.0
CNAG_02527	0.0011420362653821493	11.255999999999997	70.0	7.75	-161.0
CNAG_02528	1.0	2.4082500000000002	70.95238095238095	41.083333333333336	-37.0
CNAG_02529	1.0	32.442750000000025	70.95238095238095	29.416666666666668	-57.0
CNAG_02530	0.8914012606101419	11.078999999999999	80.0	62.75	107.0
CNAG_02531	1.0	1.2142499999999998	70.95238095238095	32.98809523809524	-73.0
CNAG_02532	0.5067877175337508	21.305249999999997	80.0	67.75	113.0
CNAG_02533	1.0	3.46425	70.95238095238095	46.51190476190476	-35.0
CNAG_02534	0.2252303955977127	8.337	80.0	62.75	121.0
CNAG_02535	1.0	2.6879999999999997	70.95238095238095	45.79761904761905	-79.0
CNAG_02536	1.0	3.7019999999999973	70.95238095238095	44.55952380952381	-55.0
CNAG_02537	1.0	0.23475000000000046	70.95238095238095	22.55952380952381	-85.0
CNAG_02538	1.0	0.0	70.95238095238095	36.464285714285715	-25.0
CNAG_02539	1.0	76.80374999999998	70.95238095238095	37.416666666666664	-43.0
CNAG_02540	1.0	2.632500000000001	70.95238095238095	34.845238095238095	-77.0
CNAG_02541	1.0	4.407750000000002	70.95238095238095	40.79761904761905	-75.0
CNAG_02542	1.0	11.3805	70.95238095238095	35.55952380952381	-61.0
CNAG_02543	1.0	5.478750000000001	70.95238095238095	43.32142857142857	-53.0
CNAG_02544	0.8914012606101419	1.9192500000000001	80.0	57.75	107.0
CNAG_02545	1.0	230.22525000000007	70.95238095238095	49.035714285714285	-43.0
CNAG_02546	1.0	350.64899999999994	70.95238095238095	47.035714285714285	-39.0
CNAG_02547	1.0	11.781750000000008	70.95238095238095	44.75	-55.0
CNAG_02548	0.3407601255807152	2.0565000000000007	80.0	69.75	117.0
CNAG_02549	1.0	1.4317500000000005	70.95238095238095	43.464285714285715	-29.0
CNAG_02550	1.0	20.118	70.95238095238095	36.32142857142857	-89.0
CNAG_02551	0.2252303955977127	1.2614999999999996	80.0	67.75	121.0
CNAG_02552	0.4164366890620728	3.918	80.0	57.75	115.0
CNAG_02553	0.8914012606101419	5.80125	70.0	62.75	107.0
CNAG_02554	1.0	3.0952499999999965	70.95238095238095	40.32142857142857	-41.0
CNAG_02555	1.0	2.758499999999998	70.95238095238095	39.98809523809524	-71.0
CNAG_02556	1.0	1.66725	70.95238095238095	46.70238095238095	-22.0
CNAG_02557	0.741402605480225	3.342750000000003	80.0	52.75	109.0
CNAG_02558	1.0	5.019	70.95238095238095	38.55952380952381	-61.0
CNAG_02561	1.0	15.839250000000003	70.95238095238095	34.13095238095238	-35.0
CNAG_02562	1.0	1.3575000000000004	70.95238095238095	41.79761904761905	-57.0
CNAG_02563	1.8408027780551308e-05	12.739499999999996	70.0	7.75	-183.0
CNAG_02564	1.0	6.780000000000005	70.95238095238095	40.226190476190474	-57.0
CNAG_02565	1.0	68.84775000000005	70.95238095238095	37.416666666666664	-65.0
CNAG_02566	0.00715476931376985	12.8235	70.0	60.75	149.0
CNAG_02567	1.0	12.342000000000002	70.95238095238095	43.416666666666664	-51.0
CNAG_02568	1.0	23.674499999999995	70.95238095238095	41.035714285714285	-43.0
CNAG_02569	1.0	4.631999999999996	70.95238095238095	39.845238095238095	-59.0
CNAG_02570	1.0	0.0	70.95238095238095	52.464285714285715	0.0
CNAG_02572	0.5067877175337508	0.8669999999999998	80.0	17.75	-113.0
CNAG_02573	1.0	6.879750000000001	70.95238095238095	28.94047619047619	-55.0
CNAG_02574	0.0931842481503503	4.65675	70.0	60.75	129.0
CNAG_02575	1.0	58.368750000000034	70.95238095238095	23.226190476190474	-69.0
CNAG_02576	1.0	4.515749999999999	70.95238095238095	39.654761904761905	-53.0
CNAG_02577	1.0	14.651249999999997	70.95238095238095	29.273809523809526	-67.0
CNAG_02578	0.741402605480225	6.506250000000003	70.0	30.25	-109.0
CNAG_02579	1.0	2.9932499999999997	70.95238095238095	43.416666666666664	-75.0
CNAG_02580	0.3407601255807152	21.51300000000001	70.0	62.75	117.0
CNAG_02581	1.0	15.949500000000004	70.95238095238095	36.17857142857143	-87.0
CNAG_02582	1.0	0.0	70.95238095238095	36.70238095238095	-31.0
CNAG_02583	1.0	26.963249999999995	70.95238095238095	30.13095238095238	-103.0
CNAG_02584	1.0	3.642750000000002	70.95238095238095	36.32142857142857	-83.0
CNAG_02585	1.0	119.08200000000001	70.95238095238095	41.035714285714285	-93.0
CNAG_02586	1.0	0.7350000000000003	70.95238095238095	33.17857142857143	-85.0
CNAG_02587	0.3407601255807152	2.0969999999999995	80.0	37.75	-117.0
CNAG_02588	0.11701150627760835	3.2775	70.0	7.75	-127.0
CNAG_02589	1.0	6.164250000000001	70.95238095238095	35.273809523809526	-59.0
CNAG_02590	1.0	4.851	70.95238095238095	41.035714285714285	-47.0
CNAG_02591	1.0	5.805	70.95238095238095	36.32142857142857	-77.0
CNAG_02592	1.0	1.1977500000000003	70.95238095238095	41.17857142857143	-39.0
CNAG_02593	1.0	2.360249999999999	70.95238095238095	36.75	-67.0
CNAG_02594	1.0	1.8112500000000007	70.95238095238095	39.416666666666664	-35.0
CNAG_02595	1.0	1.2509999999999994	70.95238095238095	28.94047619047619	-77.0
CNAG_02596	1.0	0.1815	70.95238095238095	33.13095238095238	-36.0
CNAG_02597	0.8914012606101419	5.8867499999999975	70.0	60.25	107.0
CNAG_02598	1.0	0.7589999999999997	70.95238095238095	22.75	-73.0
CNAG_02599	1.0	3.7582499999999985	70.95238095238095	33.416666666666664	-43.0
CNAG_02600	0.8914012606101419	5.289	80.0	17.75	-107.0
CNAG_02601	1.0	1.8007499999999999	70.95238095238095	45.79761904761905	-19.0
CNAG_02602	1.0	3.2460000000000004	70.95238095238095	39.51190476190476	-31.0
CNAG_02603	1.0	0.6059999999999999	70.95238095238095	39.892857142857146	-49.0
CNAG_02604	1.0	0.32475000000000054	70.95238095238095	39.273809523809526	-46.0
CNAG_02605	1.0	2.8935000000000004	70.95238095238095	45.13095238095238	-15.0
CNAG_02606	1.0	0.9495000000000013	70.95238095238095	46.273809523809526	-27.0
CNAG_02609	0.5067877175337508	3.7724999999999955	70.0	62.75	113.0
CNAG_02654	0.012511323172989766	4.986	70.0	60.75	145.0
CNAG_02655	1.0	73.491	70.95238095238095	40.79761904761905	-21.0
CNAG_02656	0.4164366890620728	16.22624999999995	80.0	52.75	115.0
CNAG_02657	1.0	54.1875	70.95238095238095	37.035714285714285	-101.0
CNAG_02658	1.0	15.932249999999996	70.95238095238095	43.083333333333336	-39.0
CNAG_02659	1.0	0.47324999999999984	70.95238095238095	30.55952380952381	-80.0
CNAG_02660	1.0	0.06225000000000014	70.95238095238095	21.988095238095237	-37.0
CNAG_02661	1.0	3.8175	70.95238095238095	32.464285714285715	-35.0
CNAG_02662	1.0	4.424249999999999	70.95238095238095	34.035714285714285	-79.0
CNAG_02663	1.0	7.127999999999993	70.95238095238095	43.416666666666664	-87.0
CNAG_02664	1.0	29.480250000000012	70.95238095238095	26.321428571428573	-57.0
CNAG_02665	1.0	0.6554999999999997	70.95238095238095	34.13095238095238	-85.0
CNAG_02666	1.0	1.49775	70.95238095238095	23.94047619047619	-55.0
CNAG_02667	0.05823088090004787	4.360500000000002	70.0	22.75	-133.0
CNAG_02670	9.432073996905999e-05	6.469500000000004	70.0	32.75	-175.0
CNAG_02671	0.741402605480225	14.075249999999997	80.0	62.75	109.0
CNAG_02672	1.0	127.3305	70.95238095238095	31.94047619047619	-61.0
CNAG_02673	1.0	193.11674999999997	70.95238095238095	30.797619047619047	-61.0
CNAG_02674	0.02767157727063674	19.20075	70.0	57.75	139.0
CNAG_02675	0.614209037252029	43.0395	70.0	37.75	111.0
CNAG_02676	1.0	4.307250000000002	70.95238095238095	37.75	-55.0
CNAG_02677	0.07384724087003963	24.510000000000005	80.0	67.75	131.0
CNAG_02678	1.0	2.442	70.95238095238095	38.083333333333336	-27.0
CNAG_02679	1.0	5.20425	70.95238095238095	41.98809523809524	-65.0
CNAG_02680	1.0	6.633749999999999	70.95238095238095	42.464285714285715	-43.0
CNAG_02681	1.0	3.070500000000001	70.95238095238095	32.035714285714285	-95.0
CNAG_02682	0.04568219289251269	1.9507500000000007	80.0	67.75	135.0
CNAG_02683	0.021360371022838665	3.9367500000000017	70.0	27.75	-141.0
CNAG_02684	0.04568219289251269	2.7959999999999985	70.0	5.25	-135.0
CNAG_02685	1.0	3.1597499999999994	70.95238095238095	32.70238095238095	-71.0
CNAG_02686	0.8914012606101419	11.260499999999997	80.0	47.75	107.0
CNAG_02687	1.0	25.12274999999999	70.95238095238095	37.51190476190476	-47.0
CNAG_02688	1.0	1.2892499999999996	70.95238095238095	41.035714285714285	-51.0
CNAG_02689	1.0	4.649250000000004	70.95238095238095	41.17857142857143	-45.0
CNAG_02690	1.0	12.9465	70.95238095238095	37.273809523809526	-89.0
CNAG_02691	0.07384724087003963	8.574000000000002	70.0	62.75	131.0
CNAG_02692	1.0	181.84349999999995	70.95238095238095	25.797619047619047	-57.0
CNAG_02693	1.0	32.48175	70.95238095238095	46.416666666666664	-21.0
CNAG_02694	1.0	0.4890000000000001	70.95238095238095	25.892857142857142	-63.0
CNAG_02695	1.0	1.7490000000000006	70.95238095238095	41.083333333333336	-39.0
CNAG_02696	1.0	8.1135	70.95238095238095	46.32142857142857	-35.0
CNAG_02697	0.0931842481503503	1.1805000000000012	80.0	62.75	129.0
CNAG_02698	1.0	4.5	70.95238095238095	48.083333333333336	-35.0
CNAG_02699	1.0	2.9722499999999954	70.95238095238095	33.226190476190474	-83.0
CNAG_02700	1.0	2.6872500000000015	70.95238095238095	44.36904761904762	-43.0
CNAG_02701	0.18189698446557426	16.63575	70.0	62.75	123.0
CNAG_02702	0.005359873975059848	7.647749999999997	70.0	32.75	-151.0
CNAG_02703	1.0	9.917999999999997	70.95238095238095	27.36904761904762	-81.0
CNAG_02704	1.0	32.91	70.95238095238095	44.273809523809526	-43.0
CNAG_02705	0.002949105775274055	1.8419999999999996	70.0	25.25	-155.0
CNAG_02706	1.0	0.5557499999999997	70.95238095238095	39.607142857142854	-93.0
CNAG_02707	1.0	0.13200000000000012	70.95238095238095	22.511904761904763	-99.0
CNAG_02708	1.0	2.3812500000000005	70.95238095238095	31.892857142857142	-93.0
CNAG_02709	1.0	121.821	70.95238095238095	24.416666666666668	-85.0
CNAG_02710	0.5067877175337508	68.84625000000005	80.0	57.75	113.0
CNAG_02711	1.0	0.05400000000000005	70.95238095238095	33.13095238095238	-55.0
CNAG_02712	1.0	38.01975000000001	70.95238095238095	29.273809523809526	-39.0
CNAG_02713	1.0	15.35925	70.95238095238095	39.75	-35.0
CNAG_02714	1.0	650.20125	70.95238095238095	49.36904761904762	-15.0
CNAG_02715	0.021360371022838665	9.949499999999993	70.0	37.75	141.0
CNAG_02716	1.0	0.9457499999999994	70.95238095238095	45.13095238095238	-17.0
CNAG_02717	1.0	36.852000000000004	70.95238095238095	19.511904761904763	-67.0
CNAG_02718	1.0	7.983749999999997	70.95238095238095	28.321428571428573	-89.0
CNAG_02719	1.0	0.5264999999999993	70.95238095238095	26.083333333333332	-36.0
CNAG_02720	1.0	125.50349999999997	70.95238095238095	33.70238095238095	-57.0
CNAG_02721	0.00028931903680911724	14.340750000000002	70.0	37.75	169.0
CNAG_02722	1.0	65.39475000000002	70.95238095238095	20.94047619047619	-61.0
