time_points	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230
CNAG_00366	35.415	15.9503	13.8015	21.7325	17.5713	15.4731	3.16396	11.6481	10.2533	13.7285	16.6741	11.3055	10.9196	7.54542	8.08556	11.028	13.3128	16.5303	14.7991	7.87399	12.9353	19.6845	13.7733	18.9837
CNAG_00367	217.409	170.896	225.873	278.687	149.356	125.995	122.34	159.897	176.358	154.674	182.489	188.155	194.214	192.408	175.861	235.526	194.571	205.17	212.738	238.188	219.038	202.469	207.46	218.313
CNAG_00368	844.058	341.792	384.306	582.942	476.622	498.455	444.008	384.388	463.451	522.598	591.93	587.884	628.659	655.509	612.481	716.03	586.785	620.373	679.836	716.533	733	609.281	662.84	649.666
CNAG_00369	568.608	554.843	877.429	934.497	764.352	675.29	712.945	631.117	529.073	574.766	804.988	832.567	678.577	674.372	599.342	660.102	699.431	675.798	652.087	692.911	680.396	652.399	630.129	655.993
CNAG_00370	5346.68	12716.9	45795.7	75553.6	65493.8	55300.9	61297.4	84407.6	73784.1	66093.5	68240.6	60897.7	53123.3	56917	55001	60431.7	59959.6	55584.6	47256.4	44499.8	43986.9	43197.1	45211.7	44829
CNAG_00371	121.001	66.0798	63.3622	153.406	115.312	90.6282	87.5361	97.4207	122.015	172.064	142.656	178.465	198.113	156.568	137.455	130.76	135.176	143.911	165.565	130.905	112.106	137.791	116.212	105.465
CNAG_00372	756.092	905.77	638.179	824.611	694.198	736.681	770.981	1274.66	1376.44	1206.49	964.109	843.466	886.921	842.783	944.341	994.981	922.443	866.958	826.777	774.71	848.871	841.785	1004.6	889.828
CNAG_00373	12045.4	11488.8	13555	6932.61	2726.72	1144.41	1067.28	2144.6	2942.27	2895.58	2253.99	1403.09	910.919	1074.7	1361.05	1798.25	1304.88	1119.6	880.674	818.788	800.81	1086.35	1459.1	1502.12
CNAG_00374	619.763	478.509	75.7592	35.7947	24.1606	11.0522	22.1477	75.1834	138.42	140.946	124.129	91.2513	102.177	98.0905	150.594	228.436	190.475	208.087	190.539	165.354	190.58	192.158	310.76	333.27
CNAG_00375	585.331	419.265	446.291	845.01	640.255	563.663	534.709	510.4	571.111	575.681	625.278	620.186	609.16	541.384	560.936	626.231	573.472	630.096	616.939	612.202	636.416	553.977	625.824	689.742
CNAG_00376	9.99444	7.12381	14.6537	7.9501	2.27137	4.508	5.41495	4.40766	9.70183	8.62563	2.85982	5.83019	4.01456	3.9846	2.16669	4.83517	3.27786	4.09048	2.9104	2.03295	4.55793	4.91804	8.11241	5.57589
CNAG_00377	406.132	3728.66	3245.75	5902.01	4523.44	4360.01	4000.15	2520.06	1742.6	1891.4	2102.71	1908.02	1965.42	1871.05	1602.82	1916.39	1661.84	1688.81	1777.61	1782.41	1602.87	1604.52	1696.33	1705.07
CNAG_00378	66.895	232.419	216.258	143.179	73.5799	59.682	72.771	77.3012	55.3681	39.355	36.1272	26.6486	48.3584	30.1817	32.3422	48.8381	53.251	29.1711	54.5718	43.3069	53.4659	57.1787	45.6241	68.5524
CNAG_00383	2525.37	2774.15	4048.63	3784.95	2826.68	2586.18	2335.18	2266.39	2194.42	2301.02	2250.14	2407.51	2308.51	2374.65	2180.07	2176.66	1777.69	1850.86	2148.51	2324.32	2154.34	2049.22	2105.01	2057.84
CNAG_00384	244.868	682.51	984.533	484.845	268.068	244.289	298.289	306.789	266.382	225.937	220.408	197.592	253.702	255.877	280.975	282.579	214.106	210.571	212.88	225.865	254.215	235.114	213.207	209.664
CNAG_00385	3476.57	2336.72	4651.61	3470.81	2217.28	1874.46	1921.58	2099.84	1981.97	2589.19	3392.25	3761.49	3316.45	3050.24	2923.94	3207.56	3136.69	3146.59	3530.52	3627.94	3380.42	3160.76	3051.65	3311.61
CNAG_00386	1131.31	6021.24	11839.1	8981.91	9682.89	12714.5	16173.1	14101.7	12535.7	9775.6	6798.4	6494.99	8120.31	7965.14	7908.69	6319.02	6607.22	6110.38	6336.81	6487.18	6346.92	6459.31	6448.49	5873.36
CNAG_00387	870.619	672.191	924.262	1066.17	843.423	718.394	622.245	526.284	571.111	663.544	767.935	801.073	658.298	635.702	536.679	586.057	572.448	623.29	606.765	641.73	557.08	531.48	519.942	551.583
CNAG_00388	606.974	1197.41	1327.85	1114.75	722.62	767.024	631.736	601.467	731.064	750.491	774.419	646.027	644.259	525.35	574.075	677.432	687.143	614.539	715.909	654.525	656.251	617.717	664.562	701.344
CNAG_00389	417.541	408.702	571.938	562.516	662.802	688.536	659.665	660.414	846.75	767.578	677.486	770.124	873.158	796.855	774.613	719.911	715.28	709.508	731.967	671.18	715.725	709.195	665.364	640.617
CNAG_00390	574.732	389.942	412.006	678.515	722.883	781.758	603.65	623.092	630.52	671.077	642.348	627.792	611.971	543.246	582.431	610.828	577.281	558.521	587.648	564.629	600.595	599.312	620.101	597.488
CNAG_00391	176.853	639.992	724.382	454.131	436.824	646.188	742.085	567.135	429.676	333.849	310.855	335.596	394.195	403.705	371.665	408.471	309.553	338.005	365.971	380.25	373.001	353.978	344.891	349.59
CNAG_00392	289.223	314.449	557.863	525.415	304.203	227.676	140.269	146.131	240.954	277.315	287.165	289.097	277.671	228.249	237.513	278.85	280.592	299.49	278.409	302.164	238.009	249.336	220.373	271.046
CNAG_00393	24812.1	28463.3	11777.1	735.069	125.196	135.942	244.679	476.514	439.869	363.347	502.075	813.186	1201.16	1759.03	1943.57	2372.59	1842.28	1810.56	1876.72	2087.59	1923.91	1920.64	1868.86	1819.27
CNAG_00394	499.499	2332.7	2938.89	1876.35	1534.64	1774.31	1925.02	1855.87	1033.15	994.401	1178.4	1167.12	965.28	846.772	836.582	1081.92	900.946	931.475	901.471	878.832	885.66	781.497	825.742	874.466
CNAG_00395	537.374	457.462	311.869	515.505	319.129	285.826	330.883	260.916	366.437	243.908	281.514	296.126	226.521	236.94	262.043	265.859	257.264	283.016	291.711	287.502	271.618	242.094	271.818	295.143
CNAG_00396	3162.76	525.221	610.206	1121.14	952.145	783.602	707.671	506.164	573.162	676.357	809.62	797.843	825.993	762.088	736.797	739.661	792.621	845.963	873.15	958.658	902.021	896.111	809.181	895.399
CNAG_00397	117.066	58.1047	60.6074	159.798	103.231	91.7334	76.9896	46.5925	74.8494	66.812	108.382	110.632	109.196	95.261	81.8663	79.5589	106.502	108.906	110.069	85.6296	107.794	104.984	89.5265	94.9187
CNAG_00398	813.561	651.684	944.924	1145.43	855.503	632.187	619.081	572.876	605.973	703.814	887.432	864.061	742.535	687.577	675.144	765.656	763.947	767.201	801.004	749.997	670.048	717.077	686.083	697.125
CNAG_00399	547.949	2392.55	1801.69	917.878	297.614	191.203	160.307	134.483	165.079	411.855	686.417	655.717	539.742	505.543	527.583	716.03	742.442	720.527	739.032	760.824	682.983	687.081	880.63	991.373
CNAG_00400	2018.87	1442.73	1065.57	1376.01	906.653	540.856	315.565	227.218	414.911	891.902	1774.21	1938.81	1780.42	1491.39	1587.58	2028.02	2329.45	2463.62	2660.54	2599.42	2366.36	2400.23	2468.56	2781.04
CNAG_00401	449.362	1643.65	2630.1	1901.76	1248.03	1207.6	1164.11	953.479	777.554	898.293	1015.92	948.926	953.39	900.511	896.706	1189	953.679	920.231	1004.1	1079.7	1084.78	984.557	991.983	965.083
CNAG_00402	3233.59	2738.89	2289.31	1295	1519.92	2249.13	2683.03	2702.37	2826.85	3006.54	3019.86	3195.41	3800.81	4097.16	4037.73	3755.02	3435.71	3448.03	3820.95	3903.53	3821.09	3849.72	4057.1	3751.4
CNAG_00403	332.508	165.2	111.573	389.906	535.925	518.349	417.642	310.264	418.337	475.921	515.044	518.437	558.461	511.202	483.112	528.555	536.606	508.55	589.191	572.833	484.642	538.042	481.205	537.872
CNAG_00404	211.506	7.97515	24.7939	75.4245	95.544	64.1028	37.9675	50.8282	91.2548	103.421	79.6651	78.3308	104.517	97.1473	105.112	83.4974	133.128	123.491	118.393	125	102.62	102.172	103.3	113.902
CNAG_00405	295.125	128.742	133.612	191.757	327.266	249.78	208.821	309.205	534.199	423.753	254.743	271.331	359.568	347.089	335.551	252.068	330.771	358.805	316.332	324.802	340.629	349.633	363.271	354.363
CNAG_00406	224.295	1152.98	5906.46	5838.37	3369.3	1855.67	1113.71	394.978	533.174	1269.43	1597.01	1467.29	1127.84	858.292	844.941	845.215	1196.1	1193.1	1109.94	976.374	851.142	664.585	806.599	827.902
CNAG_00407	129583	52274.8	20770.4	12875.9	9088.76	8031.64	9254.57	5606.99	3973.17	4679.58	5428.34	5816.66	5506.62	6004.27	5167.68	5283.18	5190.95	5838.12	6390.46	6568.87	5865.72	5476.03	5492.97	5504.23
CNAG_00408	567.624	323.563	640.51	1050.83	522.746	342.619	242.57	273.202	335.284	505.208	715.133	541.855	474.224	374.442	386.086	513.588	579.617	569.809	589.191	498.03	493.266	402.125	459.684	607.479
CNAG_00409	2043.25	592.44	52.3427	104.827	253.686	470.824	607.48	515.695	505.49	702.899	918.928	1060.29	1084.94	1250.65	1079.42	1145.33	943.157	980.15	1071.09	1136.81	1144.34	1108.89	1094.12	987.154
CNAG_00410	803.724	521.803	301.659	888.475	1251.96	1853.46	2218.99	2358.22	2467.98	2380.52	1975.88	1987.34	2528.68	2531.49	2468.12	2360.77	2047.09	2032.26	2142.18	2193.89	2378.37	2420.25	2442.18	2083.99
CNAG_00411	431.866	694.977	772.744	1054.66	1096.01	1295.32	1589.36	1516.37	1215.02	1158.68	1062.51	1039.3	1092.74	1057.3	1089.53	1083.1	1018.94	996.68	924.022	906.493	935.653	958.914	958.105	936.531
CNAG_00412	10.8213	1.13931	1.37744	1.27838	3.29462	1.10522	2.1093	3.17676	2.05067	2.7457	0.926338	1.61507	2.33992	1.88636	1.0107	3.93856	4.09623	1.94474	2.77484	0.984248	5.17412	3.74942	2.58249	5.27326
CNAG_00413	1998.98	3711.86	3128.17	2606.62	3652.64	6049.98	8073.36	7125.48	4872.39	4423.32	3866.54	3356.11	3491.94	4266.94	4239.87	3842.46	3365.05	3109.64	3016.25	3179.12	3390.77	3629.44	3663.7	3335.86
CNAG_00414	363.988	116.209	118.46	384.793	261.373	137.047	79.0989	104.833	148.674	215.995	269.564	248.72	186.414	201.84	161.711	221.347	249.87	239.203	241.411	253.936	245.771	234.339	228.12	255.226
CNAG_00415	475.883	807.742	1599.79	1632.64	1036.92	717.105	605.864	468.624	588.821	785.973	981.867	915.461	747.724	671.513	603.266	662.759	736.084	698.213	722.972	657.1	632.531	584.827	615.298	654.135
CNAG_00416	140.928	422.71	481.524	420.444	313.872	368.223	266.334	152.963	169.927	163.123	189.951	157.751	148.466	133.018	125.445	147.796	131.293	150.667	158.502	133.252	117.716	133.187	119.852	117.87
CNAG_00417	15451.8	29108.2	47731	40454.4	59432.8	65457.8	76657.4	79174.5	72068.7	66465.1	51983.3	52274.9	56739.2	60498.3	58164.5	42185.1	49075.9	46422.9	44697.1	45860.1	43954.1	45732.6	44400	41354
CNAG_00418	12285.1	32485.1	78472.7	52803.5	56741.1	48902.7	54204.9	46279.1	33400.3	24941.9	17256.8	17206.1	20276.2	20323.6	20118.9	13885.8	14883.7	14632.2	14905.5	16012.7	15815.6	16214.4	16808.6	14978.2
CNAG_00419	60.0088	94.5625	48.2104	38.3514	16.4731	11.0522	8.43722	11.6481	16.4054	17.3894	13.8951	9.6904	15.5995	9.43178	9.09626	11.028	26.6255	17.5027	8.32452	5.90549	12.9353	17.8097	19.7991	13.7105
CNAG_00420	501.169	734.188	2090.63	1312.44	855.535	754.698	677.971	511.626	470.567	578.145	793.649	794.957	770.108	690.709	695.56	873.209	999.24	1011.96	1038.07	1037.73	974.706	920.69	835.369	853.723
CNAG_00421	570.134	86.1128	80.2193	158.978	147.128	120.637	116.182	143.846	178.47	219.938	275.345	256.451	285.196	272.275	294.921	346.956	275.711	335.746	317.898	292.976	298.127	332.554	353.44	303.23
CNAG_00422	544.014	1074.37	663.926	767.029	607.308	631.081	655.993	580.289	604.948	597.647	693.828	710.63	638.019	746.054	704.454	756.203	630.82	655.378	678.911	673.226	660.562	648.65	876.326	759.349
CNAG_00423	113.131	641.43	838.861	775.977	387.667	143.679	104.411	110.128	145.598	191.284	248.259	208.344	201.233	150.908	174.85	195.352	219.148	232.397	229.387	212.598	149.187	178.097	183.357	227.805
CNAG_00424	1130.33	405.593	67.4946	141.9	299.81	499.56	659.157	818.525	1142.22	1308.78	957.834	1015.07	1284.62	1388.36	1428.1	1161.87	1223.75	1178.51	1185.77	1217.52	1208.15	1274.79	1349.77	1162.21
CNAG_00425	1.88E-08	8.37E-08	4.13E-07	4.31E-07	7.36E-09	9.30E-08	7.12E-08	1.07935	5.09E-08	1.38E-08	8.19E-10	4.08E-08	1.60E-09	5.35E-09	1.02182	2.11E-08	2.20E-09	8.48E-09	0.935301	1.18E-07	0.872176	0.946715	0.873602	1.06729
CNAG_00426	200.685	99.1197	48.2104	60.0839	199.874	184.572	176.127	307.087	623.404	480.497	198.236	240.645	443.025	324.453	424.492	237.889	538.654	536.749	443.049	478.345	486.367	558.664	549.21	567.403
CNAG_00427	232.165	426.101	234.165	443.598	1126.76	1202.48	1176.99	863.021	1293.97	1037.87	516.897	583.847	1059.2	816.792	895.476	524.616	913.46	885.83	842.626	832.674	907.195	818.311	811.764	814.191
CNAG_00428	203.923	329.149	506.159	592.17	903.076	750.441	628.651	360.195	533.913	581.206	409.443	440.397	633.347	512.699	458.125	330.907	640.221	629.286	567.401	590.865	499.685	507.291	525.99	465.592
CNAG_00429	81.365	1244.23	261.075	461.216	802.44	1451.16	1539.71	1370.08	945.646	827.337	691.973	651.389	688.709	774.739	719.334	704.933	522.085	589.095	451.89	551.847	571.358	597.851	539.719	509.961
CNAG_00430	55.09	239.255	241.052	346.441	222.936	260.832	175.072	170.486	135.344	154.674	176.931	163.122	159.115	111.295	133.412	162.269	173.066	145.856	154.466	146.653	138.839	119.044	122.238	172.963
CNAG_00433	92.4725	101.398	85.4013	83.0948	90.053	138.153	126.558	141.895	125.091	89.6928	96.3392	86.4061	77.9974	75.4542	75.8021	109.492	115.719	102.099	110.069	113.189	106.069	90.9234	105.021	128.668
CNAG_00434	173.054	534.723	1111.29	1360.47	1409.18	1360.03	1444.09	1145.42	929.9	888.789	994.168	1108.14	1173.81	1104.15	941.763	985.562	863.116	936.502	1015.21	895.448	950.88	912.941	823.132	745.55
CNAG_00435	191.928	169.369	105.028	136.953	107.715	120.968	136.182	124.227	142.282	127.12	121.648	109.995	120.551	101.456	135.22	113.304	125.1	117.548	118.099	118.328	110.885	108.776	105.706	120.319
CNAG_00436	324.627	222.165	179.025	521.139	560.913	458.667	370.831	362.151	462.744	573.851	558.078	627.888	623.593	552.476	556.301	497.825	563.232	571.754	537.14	645.667	593.953	592.408	543.184	561.075
CNAG_00437	45.2525	39.8758	247.939	345.163	216.347	119.364	85.4268	78.3602	108.685	182.131	204.721	174.427	166.134	149.965	135.433	166.207	165.897	195.447	193.314	155.511	148.325	123.731	164.419	199.329
CNAG_00438	524.359	221.864	684.174	776.721	516.521	329.604	261.434	217.777	266.962	305.335	482.128	456.446	449.404	389.972	379.546	530.467	489.562	528.81	557.779	574.787	511.355	480.736	438.669	474.112
CNAG_00439	2263.59	1766.23	1496.31	1866.97	1890.75	2371.56	2121.02	1783.58	1851.38	2071.52	2460.85	2290.78	2085.51	2159.44	2010.75	2092.61	1684.51	1743.62	1901.65	1905.52	1908.41	1916.08	1895.91	1819.76
CNAG_00440	108.213	26.2041	39.9458	127.838	116.41	83.9968	82.2628	139.778	147.648	180.301	162.109	168.775	148.195	127.329	128.358	166.207	125.959	161.414	149.841	150.59	172.471	161.225	167.001	181.4
CNAG_00441	11543.3	39671.8	91825.6	52427.7	41069.6	49592.4	68887.8	73666	46240.5	35517.4	28483.1	26932.9	26072.2	31446.5	30998	26345.8	22584.6	21185	21236.8	22644.6	23445.6	24755.5	23440.4	21337.7
CNAG_00442	1988.16	600.415	438.026	1149.26	1687.94	1641.25	8902.32	14678.8	5325.59	2330.18	1208.87	895.555	1166.06	2934.23	3474.77	2758.57	1676.38	1242.69	1134.91	1575.78	2135.19	2600.22	2377.62	1924.74
CNAG_00443	525.323	248.369	121.215	74.1461	96.6422	87.3125	74.8803	76.2423	123.04	87.8623	117.645	104.172	74.8775	96.2041	75.8021	96.1008	109.574	111.823	110.069	95.4721	91.4094	88.1114	117.073	122.34
CNAG_00444	285.288	234.697	154.273	143.179	139.472	134.837	129.722	168.368	128.167	125.387	221.395	231.762	258.171	248.056	254.695	341.079	228.365	230.452	229.387	211.613	274.228	268.084	244.476	220.422
CNAG_00445	454.493	353.185	415.987	921.713	1094.91	1185.9	1535.57	2320.1	1875.34	1260.28	867.053	751.814	941.429	1007.31	1146.13	1229.62	964.662	912.084	899.048	906.493	1029.65	1151.07	1224.1	1087.35
CNAG_00446	10.8213	3.41792	0	1.27838	1.09821	0	2.1093	2.11784	0	1.83047	0	0.807534	0.779974	0	3.03209	0.787712	2.04812	0	0.924947	2.95275	0	0.937355	0.860831	0
CNAG_00447	7491.26	8421.76	13501.7	11375	10436.3	11339.6	13426.8	14856.7	11176.1	12547.8	15029.8	16252.4	14402.2	16747.1	15278.7	15208.3	12757.7	11955.3	11736.6	12502.9	12498.1	12114.4	12512.2	11970.3
CNAG_00448	14429.6	8097.06	4555.19	3800.63	3897.54	3755.54	3723.98	3128.05	2801.21	3676.49	5446.87	6079.11	5501.94	5892.98	5445.63	5744.78	5515.58	5740.88	6172.17	6414.35	6425.39	6187.48	6110.18	6070.58
CNAG_00449	1316.26	4566.34	1942.19	1719.42	2175.55	3451.61	3880.06	3538.91	2441.32	1910.09	1559.03	1410.76	1390.69	1588.31	1392.74	1551	1210.44	1142.54	1109.01	1161.41	1294.39	1193.25	1294.69	1198.08
CNAG_00450	942.433	1342.1	2009.68	2832.89	3755.87	4549.09	5666.64	6704.03	5777.76	6275.75	6833.6	7136.98	6562.7	7383.2	6483.61	6019.69	5319.98	4881.3	4472.12	4671.24	4407.49	4543.36	4669.15	4456.96
CNAG_00451	167.238	199.379	148.764	172.581	308.596	508.402	510.452	419.333	317.854	321.247	273.27	252.758	254.272	278.237	271.877	265.459	244.75	244.065	275.634	296.259	313.034	322.45	308.178	319.56
CNAG_00452	40.3338	9.11446	4.13232	6.39191	4.39283	4.42089	2.1093	2.11784	6.15201	6.40663	3.70535	8.07534	9.35969	11.3181	3.03209	6.30169	8.19246	10.6961	4.62473	10.8267	11.2106	7.49884	10.33	16.8744
CNAG_00453	20979.5	814.605	325.076	470.444	608.407	538.243	568.457	495.575	585.466	747.745	951.35	944.814	815.073	903.564	844.941	887.751	992.312	1111.42	1121.04	1057.08	1017.58	1062.96	1140.6	1126.37
CNAG_00454	25.5775	6.83584	1.37744	1.27838	1.09821	2.21044	2.1093	3.17676	1.02533	0	0.926338	0.807534	4.67984	0	4.04278	3.15085	5.12029	2.91711	0	8.85824	3.44941	2.81207	1.72166	5.27326
CNAG_00455	497.778	3496.53	2230.08	1468.86	1910.88	3066.99	3504.61	3041.22	2100.91	1496.41	1229.25	1146.7	1251.86	1364.78	1325.02	1295	994.36	957.786	945.295	1032.48	1190.05	1167.94	1118.22	1007.19
CNAG_00456	11253.1	5794.52	2756.26	3730.32	3950.25	3292.45	3246.22	4724.91	4144.4	3904.38	4332.48	3753.42	3017.72	3003.08	2903.73	2790.86	2465.93	2482.46	2538.05	2390.74	2191.24	2209.35	2309.61	2255.9
CNAG_00457	8393.36	11251.8	20941.2	27014.8	25079.7	24415.4	29000.8	33076.5	27888.1	27218.1	25202.9	22241.9	20089.8	23387	24262.7	22660.1	22621.4	22347	19423.9	19662.3	19858.3	20244.1	20273.4	19291.7
CNAG_00458	1375.28	2616.99	2509.7	2455.77	2484.14	2740.95	2890.8	3455.26	2825.82	2239.57	2052.77	1997.03	1864.14	2046.7	2035.54	1942.5	1696.86	1614.14	1496.56	1616.14	1585.87	1753.79	1521.95	1537.68
CNAG_00460	108.213	448.887	1044.1	1389.6	1381.54	1250.01	1286.68	613.115	505.49	743.169	972.655	796.228	710.556	681.918	635.727	524.616	547.871	641.765	630.814	546.258	452.735	440.557	454.519	524.162
CNAG_00461	1555.31	479.648	66.1171	152.127	283.337	400.09	577.949	603.585	690.05	804.489	842.968	772.81	897.75	929.973	961.171	1113.82	977.975	994.736	1029.47	1010.82	995.155	1187.63	1141.46	1075.74
CNAG_00462	2160.32	3514.76	2884.36	2496.68	2833.37	3694.76	4022.44	3243.47	3361.05	4335.46	4996.67	4863.77	4344.46	4423.5	3991.23	4027.57	3548.36	3486.92	3780.26	3707.66	3441.65	3331.36	3377.9	3169.23
CNAG_00463	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943178	0	0	0	0	0	0	0	0	0	0
CNAG_00464	13987.9	7504.62	6221.9	5315.51	5502.02	6563.91	7138.94	5475.68	4171.06	5154.59	6274.09	6390.01	5951.2	6390.97	5635.64	5586.45	5024.03	5020.35	5700.45	6016.71	5667.38	5386.98	5312.19	5183.61
CNAG_00465	3109.63	1276.02	119.837	5.11353	2.19641	3.31566	8.43722	29.6498	98.4321	84.2014	59.2857	38.7616	46.0185	65.0793	107.134	238.677	244.75	172.11	197.014	164.369	243.184	295.267	481.205	465.101
CNAG_00466	92.8542	69.0037	27.1193	78.4717	110.999	177.696	218.674	268.624	294.88	276.517	236.374	215.931	309.902	313.591	295.419	336.541	344.693	294.653	271.654	291.443	285.394	347.086	325.588	312.238
CNAG_00467	114.717	48.345	322.75	714.125	348.051	145.029	95.6125	55.4054	109.102	228.691	271.26	223.368	191.621	151.395	188.704	204.617	281.007	258.626	208.393	194.776	182.864	168.459	198.658	244.619
CNAG_00468	3121.44	1363.75	816.822	1445.85	1474.89	1075.38	852.159	610.997	735.165	1029.64	1303.36	1415.61	1267.46	1294.04	1135.01	1085.47	1192	1339.93	1345.8	1368.11	1230.58	1246.68	1267.14	1248.71
CNAG_00469	1720.58	676.748	365.022	521.58	596.326	769.234	857.432	746.539	686.974	788.015	827.22	753.429	754.235	762.088	771.16	804.254	779.308	778.869	734.408	749.997	805.438	847.369	764.418	720.327
CNAG_00470	129.645	68.2086	26.4802	103.385	172.037	208.965	255.542	290.131	305.899	304.092	342.115	316.984	396.48	407.684	378.409	458.8	373.402	424.828	364.236	367.678	396.817	399.19	450.179	421.951
CNAG_00471	1033.15	854.63	1947.39	1662.06	1423.66	1728.49	1999.3	2023.61	1640.19	1719.49	2136.77	2186.37	1874.8	2012.51	2189.77	2298.19	2118.13	1902.06	1838.99	1923.65	1849.61	1860.77	1768.18	1817.07
CNAG_00472	224.295	1311.54	1253.63	810.494	649.04	540.56	571.621	471.22	445.119	565.614	614.232	581.424	537.472	499.884	575.085	516.801	539.763	518.28	508.721	570.955	539.042	523.044	557.819	512.645
CNAG_00473	2800.74	2491.47	3386.96	3014.42	2203	1763.83	1494.44	1274.94	1150.3	1960.43	2703.91	2341.04	1876.55	1880.7	2069.9	2171.66	2109.47	2183.94	2361.39	2129.82	2141.15	2108.11	2068.58	2121.88
CNAG_00474	185.929	35.3185	13.7744	44.7433	51.6157	25.4201	18.9837	11.6481	41.0134	59.4901	74.1071	69.4479	87.3571	49.9884	47.5027	63.8046	114.694	107.933	118.393	98.4248	91.4094	93.7355	84.3615	95.9733
CNAG_00475	3084.06	1100.57	1033.08	1309.06	744.584	435.457	455.61	541.109	858.205	1472.61	1437.68	977.116	578.741	618.725	697.38	938.165	957.494	861.521	779.73	711.612	590.712	679.582	804.877	890.126
CNAG_00476	24.829	16.3268	44.0978	26.1431	3.32705	1.11693	11.7012	11.7347	13.6425	15.7701	4.66509	8.95863	6.3015	3.78187	11.2502	11.8932	10.342	8.82503	2.82133	2.98463	6.11649	9.49464	6.99845	6.38299
CNAG_00480	1599.58	1951.63	473.839	88.2083	59.3032	161.362	312.177	556.992	614.176	481.412	281.607	275.369	309.65	409.339	482.102	492.32	422.936	326.717	319.107	364.172	399.269	520.232	578.479	553.692
CNAG_00481	6.88E-08	1.04E-07	9.69E-09	1.98E-08	8.41E-09	1.11283	6.69E-08	7.01E-09	6.87E-09	1.84E-09	0.928162	1.78E-10	4.11E-09	0	1.36E-08	2.30E-08	2.19E-10	1.41E-09	0.929061	0.988323	1.06E-08	1.8784	0.864344	6.84E-10
CNAG_00482	1277.89	795.236	1354.02	1614.6	1615.46	1158.26	1236.05	1603.21	2103.99	2648.68	3357.05	4011.02	3648.72	3903.81	3490.94	3321.78	3641.55	3921.57	3712.73	3624	3792.63	3472.9	3641.31	3872.68
CNAG_00483	106380	107291	99514	47509.9	33241.6	27039	30199.2	32352.6	25822.2	27923.8	34102.8	35494.1	33651.7	39437.2	39275.4	41194.9	36413.3	36846.8	39971.1	41876.8	39590.5	40698.3	41147	38310.3
CNAG_00484	541.647	259.735	180.936	201.811	229.508	234.591	135.744	136.173	233.627	215.075	243.951	309.499	307.569	275.325	303.464	235.587	324.804	327.952	310.362	323.882	332.117	316.647	296.825	347.983
CNAG_00485	12644.1	389.643	19.2842	5.11353	5.49103	1.10522	7.38256	6.35353	32.8107	39.355	46.3169	42.7993	49.9183	55.6475	59.631	125.246	103.43	138.077	154.466	165.354	167.296	223.091	298.708	302.685
CNAG_00486	1419.55	639.151	260.336	384.793	498.586	538.243	530.49	476.514	395.779	599.477	994.888	998.919	910.23	895.076	875.262	949.98	961.59	1047.24	1090.51	1044.29	1005.5	955.165	900.43	1000.86
CNAG_00487	71.4008	6.08095	19.3409	51.4039	23.0357	12.2324	16.8556	32.7219	43.418	30.088	19.0556	21.0253	19.3686	17.3726	26.7171	25.5289	30.1706	35.2748	32.066	26.1963	23.661	25.9381	30.1876	34.1558
CNAG_00488	375.222	170.512	155.594	246.459	169.15	150.235	146.615	83.7594	121.661	162.111	211.603	214.775	170.945	157.115	187.55	197.394	265.782	228.238	216.745	210.023	227.284	224.336	216.871	267.475
CNAG_00490	3918.02	4071.77	1460.92	152.904	115.178	123.525	136.482	149.036	220.424	373.979	541.782	614.328	617.44	735.292	683.207	757.937	815.596	857.243	980.369	1068.76	1010.78	989.359	1057.9	1081.55
CNAG_00491	1157.65	1798.74	2703.78	1579.09	1422.19	1393.68	1237.39	953.067	972.936	1244.83	1387.54	1355.6	1197.63	1248.36	1076.57	1153.74	1186.49	1193.04	1212.56	1210.9	1151.93	1073.37	1023.52	1092.66
CNAG_00492	85.8832	47.9945	33.0938	23.0204	10.9908	12.1675	26.3898	21.1908	21.5683	9.15233	5.56197	4.03894	6.23979	9.43941	10.1168	11.028	11.2698	8.75134	5.55194	5.91051	10.3564	14.08	9.47744	10.5517
CNAG_00493	374.809	116.209	166.67	363.06	377.783	436.562	407.096	513.577	601.872	599.477	486.328	432.838	490.604	502.714	497.262	497.046	484.379	492.992	512.42	499.998	462.221	513.671	526.829	503.069
CNAG_00495	52.1388	93.4232	41.3232	53.692	135.079	134.837	138.159	106.951	250.182	170.233	79.6651	73.4856	152.875	87.7155	113.198	65.3801	152.585	171.137	140.592	141.732	131.078	143.415	127.403	124.449
CNAG_00496	215.904	50.5338	53.2472	134.005	183.091	215.422	240.301	370.923	394.108	334.792	284.287	311.362	357.066	318.106	353.763	393.861	297.629	316.294	299.009	311.624	313.455	327.291	353.946	371.121
CNAG_00497	1552.88	446.204	21.1345	6.61736	10.1936	11.1479	18.0888	66.4109	261.081	270.177	295.601	264.409	281.733	389.277	558.895	661.673	641.432	656.077	732.306	680.498	696.36	878.148	1205.88	1168.67
CNAG_00498	622.714	79.7515	984.869	1390.88	876.369	641.028	470.375	198.018	252.232	505.208	628.984	646.027	574.061	532.896	452.791	540.37	533.534	613.566	655.787	709.643	563.979	554.914	544.906	600.097
