time_points	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230
CNAG_03901	413.98	253.582	114.725	161.729	311.818	536.449	621.011	485.668	400.81	400.966	361.082	378.052	402.849	433.868	473.366	401.744	390.726	338.87	376.125	368.407	369.786	360.685	336.136	341.978
CNAG_03902	563.868	718.247	881.164	788.108	743.559	782.08	789.059	907.872	1215.12	1195.2	909.854	913.195	1075.98	981.842	1065.92	901.919	1122.83	1069.12	1025.17	865.841	902.184	886.935	909.487	986.883
CNAG_03903	423.996	362.3	133.612	308.09	494.193	804.601	880.634	1113.98	1153.5	1121.16	726.249	689.634	846.272	913.939	900.529	820.008	843.824	855.687	820.428	797.241	849.418	878.302	1006.31	943.913
CNAG_03904	8224.15	6502.03	6946.43	5002.31	4064.46	3176.41	3663.86	3913.77	4077.76	5272.66	7321.78	7525.41	6303.75	6672.04	6554.36	6665.62	5876.04	5622.25	5792.94	6252.93	6004.56	5784.42	5796.84	5836.44
CNAG_03905	127.816	236.164	129.992	275.594	285.578	329.935	343.157	352.474	291.109	302.004	350.829	286.679	309.421	288.479	281.472	343.272	310.976	328.828	288.508	263.886	325.83	296.944	316.967	285.121
CNAG_03906	45.3239	122.718	95.9085	70.8471	31.8039	53.5766	59.7199	106.038	142.607	75.0723	76.2127	54.9075	79.006	93.508	83.3891	101.785	70.9973	66.9273	43.5481	54.0264	68.2652	63.0006	82.4588	79.7882
CNAG_03907	787.984	4209.74	1486.26	310.647	213.052	272.99	760.404	1153.16	746.444	579.342	437.232	402.152	369.708	555.532	641.791	526.979	320.53	253.789	224.762	332.676	419.103	514.608	522.525	389.167
CNAG_03908	308.898	305.334	351.247	409.082	399.747	428.826	362.8	412.979	454.223	484.158	440.937	486.135	388.427	395.192	386.086	421.426	371.733	438.539	401.427	400.589	380.298	393.689	455.38	409.205
CNAG_03909	595.169	246.09	159.783	164.911	264.668	311.672	286.865	234.022	230.7	199.521	215.837	230.147	219.173	181.09	201.128	213.47	217.1	198.364	210.888	211.613	205.24	202.469	181.635	209.876
CNAG_03910	948.335	128.742	192.842	296.584	593.032	518.349	626.463	1080.1	939.207	1140.38	1174.6	910.898	680.137	606.463	576.096	629.382	560.16	524.108	560.518	485.234	467.395	534.292	634.433	634.9
CNAG_03911	378.744	451.166	493.123	559.931	441.479	333.777	393.385	329.324	311.702	201.351	163.036	167.159	168.474	151.852	179.904	204.805	231.437	207.115	184.989	187.991	218.175	198.719	202.295	215.149
CNAG_03912	252.824	1207.67	657.039	276.13	491.997	1090.85	942.859	603.585	419.362	309.349	249.185	237.415	246.472	273.522	223.364	234.738	198.667	196.419	216.437	264.763	274.228	242.775	235.868	209.876
CNAG_03913	219.376	141.274	555.108	731.234	311.891	221.044	159.252	132.365	155.851	338.636	452.053	404.574	304.97	283.897	209.214	276.487	327.698	350.054	304.307	263.779	263.88	232.464	252.224	285.811
CNAG_03914	620.746	1328.43	1209.39	1039.32	789.611	662.028	518.889	654.413	665.442	686.424	715.133	587.077	514.003	540.441	550.829	637.259	623.651	575.644	617.864	594.486	570.878	514.608	564.705	613.807
CNAG_03915	139.908	361.689	34.9048	51.5559	268.562	593.85	471.153	333.826	220.199	118.137	91.1683	103.407	160.379	236.992	169.693	125.777	102.842	102.109	118.615	130.713	142.52	170.499	142.636	92.2039
CNAG_03916	33032.1	29672.7	16320.8	3463.99	3228.13	4070.18	4938.16	5954.05	7231.93	9507.36	11949.4	14571.1	15204.3	18236.1	18737.4	16506	16904.7	17174	18223.1	19473.5	18937.9	18590.7	19421.5	18685.9
CNAG_03917	1020.15	1605.28	1420.14	1453.52	1876.84	2344.17	2440.46	2109.37	1691.8	1790.2	2119.46	2115.74	1779.12	1901.45	1759.62	1635.29	1468.5	1534.4	1651.03	1581.69	1613.46	1505.39	1531.42	1482.84
CNAG_03918	455.476	766.754	629.49	620.015	621.585	660.922	567.403	657.59	847.952	803.574	698.459	700.939	716.796	782.838	682.219	635.683	580.641	641.765	640.063	664.368	627.793	655.211	692.969	606.425
CNAG_03919	453.509	361.16	603.319	738.904	696.263	610.082	616.971	519.93	462.426	720.288	838.336	935.931	818.193	723.417	739.829	708.153	662.565	738.03	711.284	690.942	699.368	698.33	691.248	705.562
CNAG_03920	3177.51	3404.25	2749.37	2256.34	3320.98	4347.94	6008.35	5471.44	4421.24	4857.14	4595.57	5148.03	5267.16	5544	5390.04	3932.26	4080.87	4032.42	3882	4037.39	4242.78	4407.44	4371.3	3858.97
CNAG_03921	768.309	4396.59	2894	2550.37	3676.8	6384.86	6919.57	5819.83	3718.89	2934.24	2484.44	2471.86	2476.42	2902.16	2841.06	2390.7	1682.53	1664.7	1730.58	1898.62	2077.41	1973.13	1784.5	1676.9
CNAG_03922	226.263	173.175	196.974	97.157	48.3211	25.4201	36.9128	27.5319	43.0641	49.4226	50.0223	71.8705	52.2583	52.818	44.4706	57.503	86.0209	83.6239	88.7949	82.6769	94.8588	99.3596	72.3098	87.5361
CNAG_03923	219.376	757.639	325.076	210.933	332.757	466.403	499.905	571.817	401.931	378.906	372.388	383.578	392.327	383.873	380.021	374.163	234.509	263.513	284.884	311.022	348.391	353.383	334.003	304.794
CNAG_03924	215.533	82.9974	68.6951	241.907	276.756	202.934	163.624	127.452	168.349	194.365	240.483	303.633	318	303.774	313.721	309.624	428.103	411.254	411.336	461.094	472.381	406.275	384.654	351.903
CNAG_03925	133.699	240.566	355.556	411.346	325.061	280.048	279.33	262.231	257.165	299.86	337.552	327.859	331.719	279.11	286.632	343.389	301.026	306.355	315.672	307.604	279.591	273.308	295.402	329.402
CNAG_03926	1556.29	3634.39	6323.83	4843.79	3307.8	3899.22	4728	5166.48	3302.6	2918.68	3147.7	2770.65	2566.11	2888.95	2720.79	2879.87	2452.62	2502.88	2415.96	2582.67	2639.66	2501.8	2575.61	2570.19
CNAG_03927	362.02	352.046	712.136	589.334	487.604	629.976	684.469	528.402	502.414	611.375	889.285	777.655	772.174	650.793	690.305	800.315	774.188	791.51	788.979	767.714	716.615	672.084	621.52	674.977
CNAG_03928	2485.94	1857.07	1724.55	1491.87	1096.01	706.236	689.742	769.836	1088.91	1406.71	1633.13	1576.31	1295.54	1472.3	1453.38	1297.36	1280.07	1351.6	1358.75	1399.6	1292.67	1332.92	1357.53	1411.12
CNAG_03929	480.07	890.938	706.627	692.883	376.685	337.093	356.472	499.811	482.933	523.513	395.547	419.11	340.849	355.578	343.636	428.515	401.431	356.86	377.378	406.495	412.205	396.501	437.302	442.954
CNAG_03930	141.66	215.329	75.7592	199.427	238.311	274.095	263.663	493.457	356.817	308.433	294.576	242.26	236.332	263.147	266.823	296.967	307.217	274.209	237.711	223.424	239.734	268.084	255.667	221.477
CNAG_03931	8938.35	10058.9	10417.6	5750.16	8221.18	12369.6	16693	17293.2	16413.6	14040.6	10717.7	11694.7	13197.2	14963.5	14526.7	11699.1	11711.1	11530.4	11338	12004.9	12054.8	12255.9	11480.9	10616.1
CNAG_03932	143.628	123.045	89.5336	190.479	152.651	195.624	136.05	184.252	185.586	167.488	158.404	171.197	160.675	158.454	170.807	197.716	124.935	157.524	155.391	132.874	148.325	140.603	154.95	161.362
CNAG_03933	999.4	1157.49	3308.61	2086.32	1333.22	982.542	775.169	600.408	565.985	825.501	1014.34	975.501	907.088	927.144	838.823	1010.59	1031.19	971.372	1029.4	938.959	945.102	836.121	896.969	952.319
CNAG_03934	2.058	1.18366	9.11E-09	7.69E-08	1.64E-08	1.80E-07	4.25E-08	1.43E-07	1.33E-08	0.953682	9.86E-08	1.61E-07	0.801986	1.27E-07	1.06426	1.61638	1.05839	0.999402	1.91507	0.998478	1.76162	3.99E-08	0.87797	1.08677
CNAG_03935	3536.58	1966.44	188.709	61.3623	99.9368	192.309	336.434	531.578	869.484	1122.08	1118.09	1061.91	1264.34	1483.62	1523.12	1558.88	1399.89	1353.54	1481.76	1479.33	1450.48	1495.08	1909.32	1681.12
CNAG_03936	1202.14	1682.76	2115.75	1153.1	1293.69	1254.43	1475.46	1408.36	1547.23	1865.24	1926.78	2263.52	2683.89	2680.51	3222.1	2569.52	3475.65	3467.48	3188.29	3180.11	2957.87	2949.86	2969.87	2884.47
CNAG_03937	2447.56	867.013	217.635	19.8667	8.78565	7.73655	14.7651	88.9494	289.144	419.159	448.348	438.491	345.528	378.214	525.561	704.993	744.49	723.444	691.849	622.045	570.878	648.65	791.953	996.646
CNAG_03938	79.6924	36.4578	97.7982	64.5065	40.6337	20.9992	20.0384	15.8838	32.8107	31.1353	28.7165	26.6486	28.859	19.8067	17.1818	29.9417	41.9864	33.0606	32.3846	24.6062	25.0082	24.3712	41.3318	28.4756
CNAG_03939	916.855	1688.45	1584.06	1224.69	1853.77	2223.71	2318.12	2958.63	3636.86	3254.57	2263.97	2227.99	2811.03	2733.33	2676.32	1772.35	1878.12	1683.17	1454.02	1564.95	1376.32	1420.09	1595.98	1503.93
CNAG_03940	2327.55	7022.69	6042.83	3827.47	3543.91	4990.07	5770	4507.83	3173.41	3321.38	3480.25	3560.42	3165.13	3417.13	2933.04	3005.91	2506.89	2331.75	2570.43	2639.75	2671.57	2603.97	2527.4	2371.91
CNAG_03941	7065.29	3850.86	5292.12	4944.78	3407.74	2924.42	3078.53	3016.87	2989.88	3896.15	5191.2	5882.88	5246.89	5451.57	4890.75	5291.85	4738.32	4725.72	4882.79	4883.84	4679.99	4679.28	4313.63	4642.58
CNAG_03942	1391.02	1102.85	523.427	889.753	1382.64	1946.29	1893.1	2140.08	2307	2045.54	1659.07	1674.02	1794.72	1842.97	1838.45	1561.24	1647.71	1630.67	1556.69	1777.55	1892.86	1714.42	1946.34	1732.79
CNAG_03944	2680.72	6036.05	10252.3	7666.45	10439.6	16088.7	20920.1	21175.2	17028.8	14507.4	11757.1	12352	15471.6	17474.3	16509.7	11612.4	10097.2	9022.63	8919.26	9682.05	10200.8	10789	10191.4	8734.63
CNAG_03945	64.3216	114.942	570.427	1329.11	1455.54	1061.2	964.939	456.317	436.105	810.856	969.331	1014.58	1005.76	768.126	540.65	481.227	662.919	820.954	669.209	643.959	557.045	511.275	466.297	495.948
CNAG_03946	1207.67	422.811	41.156	20.8571	30.3326	73.8577	103.424	267.984	504.127	550.095	541.527	533.463	650.905	823.015	902.623	889.391	937.684	774.707	952.223	799.934	896.019	1018.49	1115.05	1135.6
CNAG_03948	1413.65	1519.84	1754.86	2825.22	5380.12	4761.29	4665.78	3840.71	3254.41	3813.77	4011.97	5168.22	6107.98	5710.94	5654.84	3904.69	5112.1	5247.89	5180.63	5230.3	4949.91	4883.62	4644.19	4544.49
CNAG_03949	402.354	859.038	3661.24	4666.09	3918.4	3081.36	2997.32	2160.2	1323.71	1608.06	2357.53	2761.76	2412.46	2286.26	1875.85	2050.41	1958	2235.48	2201.37	2324.79	2061.89	1953.45	1892.97	1963.76
CNAG_03950	2339.36	3299.43	3785.2	3560.29	3673.5	4418.68	5183.61	5224.72	4578.12	4104.82	3774.83	3545.88	3928.73	4364.08	4011.45	3842.46	3415.23	3411.08	3675.74	3798.21	3613.26	3581.63	3782.49	3491.95
CNAG_03951	345.296	2790.16	14303.3	11201.2	5599.76	4819.87	5491.57	7002.64	4524.8	3666.42	3364.46	2680.2	2371.9	2393.79	2618.71	3100.43	2584.72	2344.39	2387.29	2285.42	2172.27	2227.16	2231.27	2214.77
CNAG_03952	2238.03	2884.73	5816.93	3844.09	2828.98	2483.43	2627.14	3309.13	2299.83	1927.48	2029.61	2123.81	2044.31	2251.37	2126.5	2792.44	2577.55	2503.86	2677.72	2695.86	2789.71	2890.8	2796.84	2747.37
CNAG_03953	386.614	1206.53	1231.43	1355.08	1697.83	2627.11	2722.06	2574.24	1751.27	1568.71	1435.82	1497.97	1459.33	1616.61	1533.22	1526.59	1268.81	1249.5	1085.89	1199.8	1300.43	1235.43	1189.67	1148.52
CNAG_03954	527.059	1511.24	487.305	328.804	437.357	723.85	818.1	879.387	532.79	478.402	480.749	417.803	494.393	420.465	457.506	522.25	372.366	330.535	360.869	364.443	425.637	438.592	390.942	359.695
CNAG_03955	367.17	981.568	934.213	512.371	398.379	502.945	546.62	468.62	456.658	412.119	373.335	355.815	376.838	379.35	390.467	374.166	331.162	286.921	311.567	334.373	399.635	393.78	339.043	340.594
CNAG_03956	396.451	1321.6	838.861	333.658	175.713	260.832	370.183	658.649	639.809	518.937	433.526	374.696	441.465	427.26	558.914	549.035	365.589	317.965	315.407	354.329	368.225	385.253	441.606	386.003
CNAG_03957	7427.31	7133.2	9581.47	5402.44	3438.49	3136.62	3322.15	3084.64	2637.16	3600.53	5210.65	5312.76	4601.85	5161.07	4720.96	5334.38	4648.2	4472.91	4500.79	4834.63	4658.43	4573.36	4643.32	4772.3
CNAG_03958	636.486	75.1943	4.13232	5.11353	27.4552	12.1574	12.6558	26.473	73.8241	76.8795	104.676	117.092	142.735	116.011	145.54	215.833	199.691	209.06	234.011	233.267	223.349	265.271	272.884	284.756
CNAG_03959	3908.17	3150.1	2776.94	866.433	876.586	1239.02	1521.45	1731.71	1818.23	2533.83	3579.72	4214.09	4831.53	4911.2	5658.06	5164.68	5717.85	5640.46	5830.52	5666.01	5585.67	5428.38	5553.32	5811.61
CNAG_03960	1155.19	1035.72	694.207	705.976	811.358	1097.42	1322.94	991.835	639.501	660.332	653.644	804.728	856.043	924.239	832.62	851.07	699.921	758.714	872.572	965.851	920.779	934.384	865.897	793.672
CNAG_03961	732.538	2365.35	4085.15	3150.73	2786.83	3217.62	3884.15	3415.04	2291.25	2288.35	2679.89	2956.58	2725.16	2779.7	2624.45	2647.03	2649.65	2501.86	2398.61	2423.21	2539.35	2390.3	2212.28	2089.73
CNAG_03962	1053.95	4017.05	1844.73	726.604	1453.35	2543.9	3429.86	3144.98	1924.93	1553.8	1288.54	1450.94	1713.67	2098.42	1974.21	1359.27	1062.56	952.979	1070.86	1424.22	1493.87	1661.88	1434.2	1303.09
CNAG_03963	366.939	424.709	385.243	376.934	322.076	342.24	340.874	341.217	314.248	278.777	282.312	341.11	277.561	265.867	233.471	316.66	289.141	272.302	289.288	250.314	279.411	274.384	270.027	247.843
CNAG_03964	279.385	1515.53	932.967	638.101	1066.06	1524.48	1606.01	1426.12	1232.98	820.418	573.624	615.817	864.321	795.208	817.652	602.599	674.497	641.727	587.562	665.037	689.874	652.66	652.784	572.676
CNAG_03965	782.081	968.411	838.861	747.853	820.361	930.596	1060.98	1276	1278.59	1112.01	1163.48	1191.11	1120.82	1256.31	1180.49	1154	1173.57	1165.87	1121.96	1109.25	1203.84	1194.19	1065.71	1168.55
CNAG_03966	124.936	429.519	1938.06	4159.85	2040.47	760.392	552.638	238.257	346.563	908.826	1126.43	932.701	654.398	544.214	512.422	554.549	807.982	885.83	813.953	676.179	552.768	613.968	693.83	853.213
CNAG_03967	1460.87	177.732	137.744	424.423	399.747	398.985	517.834	647.001	741.317	818.218	1021.75	1021.53	1076.36	1072.39	1043.04	1267.43	1110.08	1128.92	1205.21	1170.27	1332.34	1242.93	1367.86	1361.56
CNAG_03968	364.971	657.38	425.629	1017.59	1214.62	1266.58	1460.69	1960.06	1514.42	1292.31	1336.71	1189.5	1435.15	1344.97	1457.42	1499.02	1228.87	1165.87	1213.53	1148.62	1249.55	1272.93	1269.73	1171.72
CNAG_03971	0	0	0	0	0	0	0	0	0	0.915233	0.926338	0.807534	0	0.943178	0	0	0	0	0.924947	0	0	0	0.860831	0
CNAG_03972	0.98375	1.13931	1.37744	0	0	0	0	0	0	0	0	0.807534	0	0	0	0	0	0.972371	0	0	0.862353	0	0	0
CNAG_03973	836.188	769.032	486.236	548.426	540.318	1058.8	1551.39	991.15	798.736	713.881	669.743	696.094	697.297	684.747	611.471	641.985	656.421	603.842	590.116	661.415	774.393	756.446	658.536	689.742
CNAG_03974	2115.06	2448.37	2949.1	1454.8	501.881	242.043	218.313	273.202	226.599	201.351	268.638	260.026	366.588	423.487	442.684	546.672	467.994	428.816	508.721	559.053	532.934	632.715	657.675	603.261
CNAG_03975	1879.95	10714	20241.5	11069.5	8894.38	12367.4	16302.8	14635.3	8952.2	6762.65	5560.81	5427.43	5852.15	6945.56	6205.67	5738.48	4458.75	4329.97	4289.9	4453.72	4902.48	4838.63	4640.74	4035.1
CNAG_03976	281.353	209.633	347.115	571.436	820.361	786.918	782.552	740.186	942.283	1127.57	1262.6	1283.17	1136.42	1053.53	1058.2	934.226	1168.45	1169.76	1191.33	1129.92	1018.44	1040.46	1107.03	1018.79
CNAG_03977	38.3663	101.398	374.664	1632.49	976.306	421.089	239.406	139.778	185.586	325.823	595.636	489.365	426.646	331.055	273.898	377.314	473.115	506.605	474.498	399.605	371.674	330.886	373.601	388.112
CNAG_03978	532.209	76.3336	421.497	469.166	486.506	316.093	221.477	331.442	465.502	543.648	582.667	583.039	556.901	482.907	555.882	481.292	570.4	629.124	639.138	638.777	565.703	560.538	506.169	556.856
CNAG_03979	680.755	1229.31	1559.26	1076.4	792.905	931.702	775.169	732.773	632.614	638.832	824.441	762.312	731.616	609.293	655.941	750.689	688.167	698.091	727.933	753.934	702.786	672.024	629.268	698.024
CNAG_03980	21.6425	20.5075	27.5488	16.619	7.68745	3.31566	3.16396	1.05892	9.24531	15.559	21.3058	20.9959	17.1594	21.6931	21.2246	27.5699	37.8901	47.7181	40.6976	38.3857	23.3156	39.429	35.2941	47.615
CNAG_03981	267.58	268.877	354.002	382.236	341.542	259.727	243.625	220.256	307.6	362.432	323.292	323.013	336.169	299.931	309.273	315.085	363.541	347.136	280.259	272.637	281.989	296.204	281.492	290.029
CNAG_03982	376.776	573.072	713.514	1091.74	1036.71	986.963	1121.09	845.019	720.81	805.405	903.18	849.525	881.371	878.099	835.845	918.472	824.366	805.123	899.048	844.485	747.66	749.884	758.392	705.562
CNAG_03983	10725.8	9845.89	5851.36	687.769	92.2494	55.2611	67.4977	102.715	245.055	580.257	1241.29	2084.24	2669.07	3279.43	4213.59	4887.75	6535.54	7078.86	7228.46	7373	7063.53	6816.45	6806.59	6982.85
CNAG_03984	544.014	544.589	776.876	559.931	319.578	259.727	295.303	310.264	261.46	280.976	378.872	400.537	407.926	416.885	485.134	526.979	536.606	462.849	505.021	494.093	478.606	494.923	484.648	506.233
CNAG_03985	1648.77	1667.95	5241.16	3706.03	2879.5	2533.17	3000.48	2975.57	2398.26	2612.07	3526.57	3790.56	3642.48	3689.71	3764.84	3367.47	3935.45	3776.69	3690.54	3721.44	3489.08	3359.48	3272.88	3498.28
CNAG_03986	1535.63	3084.1	4838.95	4213.54	4132.55	4481.67	4945.26	5062.7	3882.94	3962.04	4378.8	4434.97	3863.21	4162.24	4275.24	3819.61	3366.08	3374.13	3341.83	3545.26	3464.93	3381.98	3280.63	3260.98
CNAG_03987	4291.12	1125.64	285.13	172.581	321.775	773.655	1096.84	1394.6	1687.7	1686.77	1722.99	1846.02	1900.02	2183.46	2255.87	2324.54	2092.15	1967.11	2080.2	2074.8	1992.04	2108.11	2209.75	2207.39
CNAG_03988	585.331	88.866	73.0043	153.406	124.097	91.7334	53.7872	63.5353	93.3055	151.929	184.341	195.423	204.353	203.726	162.722	203.23	205.836	220.728	217.362	208.661	203.515	219.341	191.965	214.094
CNAG_03989	1097.87	472.812	1260.36	1626.1	1217.91	835.547	538.927	409.802	461.401	727.61	1032.87	959.35	796.353	746.997	648.866	718.393	810.03	867.355	861.125	807.084	703.68	643.026	784.217	757.24
CNAG_03990	50.1713	14.811	9.64208	14.0622	7.68745	7.73655	13.7105	19.0606	11.2787	14.6437	9.26338	15.3431	18.7194	12.2613	13.139	16.5419	23.5533	19.4474	13.8742	16.7322	19.8341	22.4965	13.7733	29.5303
CNAG_03991	3806.13	1276.02	44.0781	2.55676	7.68745	2.21044	12.6558	37.0622	109.711	131.794	181.562	201.883	301.85	330.112	338.583	466.325	416.792	460.904	540.169	538.384	556.218	633.652	739.454	741.42
CNAG_03992	587.299	48.9902	125.347	72.8677	71.3834	67.4185	64.3338	158.838	149.699	126.302	153.772	131.628	151.315	171.658	152.615	220.559	173.066	162.386	219.212	166.338	187.131	224.028	228.12	210.93
CNAG_03993	118.05	971.829	1769.91	1816.18	1559.45	961.417	853.083	613.115	746.444	1029.31	1247.78	1029.28	1000.94	818.678	831.802	833.983	1092.67	1082.25	914.772	836.611	820.96	768.631	830.702	871.142
CNAG_03994	556.803	201.657	79.9871	59.2096	129.588	154.857	150.945	155.661	256.334	284.968	300.134	325.761	381.172	313.135	376.989	366.49	356.372	375.335	386.628	402.558	382.022	414.311	382.209	384.948
CNAG_03995	194.43	216.146	181.662	18.4473	22.0739	3.34394	8.44364	8.51923	58.8175	61.6075	32.498	38.2269	106.722	70.2026	133.737	39.7357	197.379	177.058	157.716	184.921	219.504	237.049	215.462	209.193
CNAG_03996	2388.9	1804.98	766.016	1089.91	2137	3050.38	4593	5033	4679.25	3736.61	2549.21	2518.42	3112.23	3576.12	3726.11	2557.35	2911.66	2670.04	2566.25	2894.79	3066.92	3401.76	3183.96	2925.23
CNAG_03997	52.6007	52.504	61.392	78.7673	67.4601	62.5162	54.9639	68.6467	48.7393	42.1614	69.9556	70.9339	68.4319	58.9753	55.6222	55.6052	71.5586	64.8647	64.415	54.4932	80.228	64.297	52.7825	50.2394
CNAG_03998	181.532	89.9094	106.656	234.436	264.198	171.791	167.568	267.031	363.445	361.456	333.928	334.448	341.054	308.864	293.068	320.133	332.944	374.647	312.038	304.757	306.106	298.459	309.627	347.364
CNAG_03999	2008.82	2263.8	3356.82	1218.3	497.488	150.31	139.214	77.3012	86.1281	81.4557	74.1071	96.0965	136.495	142.42	148.572	172.509	202.763	236.286	215.513	233.267	260.431	240.9	269.44	258.39
CNAG_04000	657.145	960.436	1668.08	1121.14	1139.94	1478.79	1596.74	1526.96	1168.88	1119.33	1081.96	1041.72	1094.3	1059.19	1019.79	1060.26	1020.99	969.454	975.819	964.563	992.568	1047.96	971.879	908.055
CNAG_04001	3234.57	1727.19	1979.38	1688.74	1271.72	1213.53	1348.9	1744.04	1698.98	1958.6	2455.72	2388.68	2268.16	2263.63	2252.84	2606.54	2102.39	2147	2316.99	2278.53	2302.48	2276.84	2287.23	2209.5
CNAG_04002	1959.63	1024.24	1391.21	1779.51	1359.58	1022.33	1023.01	1055.74	990.473	1284.07	1748	1746.7	1501.45	1506.26	1555.46	1785.74	1631.32	1669.56	1892.44	1839.56	1749.71	1611.31	1702.72	1792.91
CNAG_04003	761.423	600.415	614.338	525.415	523.845	537.138	534.709	524.166	440.894	435.651	402.031	471.6	371.268	429.146	411.353	455.297	455.706	426.871	449.524	453.738	487.229	496.798	487.231	533.654
CNAG_04004	36326	63767	108761	104706	96838.8	95351.9	107479	153862	134635	112046	101368	90213.6	92184.4	103726	103081	98308.8	100956	96467	95054.9	91645.3	87668.5	90532.6	97816.3	96340.3
CNAG_04005	1768.78	2320.77	2621.27	2861.02	2852.04	3294.66	3525.7	2990.39	2638.19	2753.94	2766.97	2789.22	2848.47	3118.15	2846.12	2864.12	2427.02	2449.4	2589.85	2756.88	2670.71	2523.36	2701.29	2551.2
CNAG_04006	33.4475	10.2538	5.50976	20.4541	4.39283	5.52611	10.5465	7.41245	4.10134	4.57616	4.63169	4.03767	5.45982	4.71589	10.107	4.72627	6.14435	3.88948	10.1744	5.90549	4.31176	10.3109	6.88665	3.16396
CNAG_04007	43.285	36.4578	75.7592	124.003	53.8121	46.4193	27.4209	21.1784	35.8867	61.3206	66.6964	55.7198	42.8986	33.9544	33.3529	36.2347	50.1788	63.2041	26.8235	32.4802	21.5588	36.5568	22.3816	43.2407
CNAG_04008	52.1388	36.4578	50.9653	109.941	58.205	45.3141	16.8744	34.9444	65.6214	79.6252	68.549	85.5986	68.6377	60.3634	59.631	61.4415	72.7081	83.6239	73.0708	54.1337	67.2635	58.116	68.8665	66.4431
CNAG_04009	17358.3	10793.8	4650.24	1545.56	1941.63	2928.84	3839.99	3960.36	3726.07	4350.1	5031.87	5909.53	6308.43	7618.99	7627.72	6600.24	5572.92	5499.73	6236.91	6960.6	6873.81	6957.05	7194.83	6063.19
CNAG_04010	3151.94	3642.37	5727.39	3698.36	3344.04	3569.87	4053.03	3214.88	2584.87	2856.44	2911.48	3251.13	3314.11	3494.47	3094.75	2701.85	2723.99	2820.85	3014.4	2855.3	2882.85	2825.19	2666.86	2512.18
CNAG_04011	5811.96	11934.2	28583.3	28395.4	27315.7	27245.9	28457.7	40621.3	40131.6	34610.4	29013.8	25558.4	26923.9	26658.9	27825.4	26456.1	31140.6	28883.3	26621.8	24692.8	24355.4	23549.1	24934.8	24711.5
CNAG_04012	121.034	80.8977	20.6623	39.6307	90.0562	153.639	135.007	142.962	182.516	153.773	166.751	207.551	257.432	264.116	215.298	237.907	210.971	253.815	244.216	240.188	244.934	254.085	270.33	259.491
CNAG_04013	493.843	112.791	66.1171	221.16	187.793	170.204	146.597	149.308	190.712	277.315	298.281	311.708	319.009	307.476	323.422	404.096	401.431	416.175	387.553	372.046	402.719	392.752	455.38	446.118
CNAG_04014	4909.9	1686.17	1147.41	1450.96	1746.15	1887.72	2409.88	2458.81	2912.98	3371.72	3933.23	4392.98	4051.19	4345.22	4230.77	4063.02	3504.33	3577.35	3697.01	3724.4	3719.33	3755.04	3682.64	3447.66
CNAG_04015	102.31	92.2839	250.694	249.284	95.544	50.8402	27.4209	32.8265	32.8107	53.9987	49.0959	82.3684	57.7181	50.9316	58.6203	64.5924	98.3095	95.2924	74.9207	64.9604	68.9882	56.2413	65.4232	67.4977
CNAG_04016	23.61	12.5324	22.039	21.7325	18.6695	16.5783	9.49187	9.53029	12.304	3.66093	14.8214	10.4979	18.7194	15.0908	12.1283	10.2403	18.433	21.3922	34.223	18.7007	24.1459	25.3086	24.1033	16.8744
CNAG_04017	6622.77	4368.64	2359.47	208.955	32.3022	40.208	52.286	74.4483	161.353	377.484	794.257	1144.44	1188.1	1389.48	1599.15	1883.59	2004.48	2042.96	2251.82	2267.11	2324.16	2263.35	2044.4	2169.28
CNAG_04018	2375.6	2153.89	14566.5	12007.3	3731.25	849.495	394.886	299.351	853.728	2143.07	3254.77	2146.26	1207.2	1074.1	1059.99	1656.38	1535.69	1702.61	1644.98	1334.26	1002.8	989.268	1383.43	1558.92
CNAG_04021	12026.3	21635.4	74354.2	46267.2	64872.2	58875.1	55239.5	62259.3	63993.2	65564.5	51937.9	56323.9	57549.6	57819.6	58582.9	38291.5	63077.9	60191.7	58397.4	56275.4	52373.3	50714.7	51340	55176.2
CNAG_04022	497.778	366.857	180.445	263.347	339.346	519.454	683.414	784.66	1231.43	1141.3	765.156	709.015	1101.32	912.996	948.032	918.472	1065.02	997.653	1008.19	987.201	1013.26	1062.96	1125.11	1030.39
CNAG_04023	521.388	623.201	420.119	552.261	640.255	893.019	1085.24	1017.62	1037.64	1028.72	870.758	954.505	1074.8	1121.44	1065.27	968.885	925.748	890.692	884.249	904.524	953.762	1020.78	1026.97	981.881
CNAG_04024	170.189	44.433	450.423	761.915	302.007	117.153	78.0442	41.2979	84.0775	139.115	221.395	205.921	146.635	116.011	118.251	158.33	191.499	190.585	193.314	171.259	153.499	126.543	142.898	194.056
CNAG_04025	619.763	535.474	230.032	31.9595	21.9641	14.3679	9.49187	9.53029	13.3294	13.7285	31.4955	34.7239	41.3386	33.9544	31.3315	25.2068	35.842	46.6738	34.223	40.3542	33.6318	33.7448	23.2424	37.9675
CNAG_04026	86.57	1114.24	589.544	181.53	112.017	232.096	346.98	549.58	415.261	338.636	224.174	253.566	282.351	331.055	382.043	355.258	190.475	179.889	196.089	234.251	289.751	306.515	317.647	295.303
